,Event,mass1,mass2,mchirp,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,mass1_recover,mass2_recover,mchirp_recover,spin1x_recover,spin1y_recover,spin1z_recover,spin2x_recover,spin2y_recover,spin2z_recover,SNR,P_NS,P_EMB,M_rem,label
16116,36112_1000361119,1.3890599,1.444735,1.2331952,0.0,0.0,0.0,0.0,0.0,0.0,1.44917,1.3850178,1.2332726,0.0,0.0,0.0,0.0,0.0,0.0,8.751521058766818,1.0,1.0,0.014171050799089278,0
16117,31492_1000314920,1.4221742,1.285534,1.1767967,0.0,0.0,0.0,0.0,0.0,0.0,1.4043733,1.3015115,1.1767833,0.0,0.0,0.0,0.0,0.0,0.0,21.66129851163884,1.0,1.0,0.03996255222446649,1
16118,34745_1000347450,1.31789,1.4117078,1.1872841,0.0,0.0,0.0,0.0,0.0,0.0,1.6052078,1.1646084,1.1872345,0.0,0.0,0.0,0.0,0.0,0.0,9.967310159000117,1.0,1.0,0.03119155386105129,1
16119,37540_1000375400,1.4440264,1.404807,1.2398857,0.0,0.0,0.0,0.0,0.0,0.0,1.7915908,1.1432259,1.2396706,0.0,0.0,0.0,0.0,0.0,0.0,10.30759765202635,1.0,1.0,0.011065916738561792,0
16120,33016_1000330160,1.4131515,1.4204348,1.2333852,0.0,0.0,0.0,0.0,0.0,0.0,1.4999717,1.3389832,1.2333411,0.0,0.0,0.0,0.0,0.0,0.0,10.17443713091264,1.0,1.0,0.009548624613274865,0
16121,33672_1000336719,1.2614579,1.3331122,1.1288353,0.0,0.0,0.0,0.0,0.0,0.0,1.3918833,1.2091324,1.1288011,0.0,0.0,0.0,0.0,0.0,0.0,10.13843116892775,1.0,1.0,0.04749297244628554,1
16122,30483_1000304829,1.406407,1.2713985,1.1638039,0.0,0.0,0.0,0.0,0.0,0.0,1.7689211,1.0250635,1.1636724,0.0,0.0,0.0,0.0,0.0,0.0,16.98613240545112,1.0,1.0,0.04411164269074066,1
16123,36524_1000365240,1.6087652,1.3970805,1.304473,0.0,0.0,0.0,0.0,0.0,0.0,1.6752583,1.3436782,1.3045341,0.0,0.0,0.0,0.0,0.0,0.0,11.31124355986659,1.0,1.0,0.011817652319775603,0
16124,34815_1000348150,1.3525943,1.3244789,1.1651866,0.0,0.0,0.0,0.0,0.0,0.0,1.6000642,1.1260622,1.1649591,0.0,0.0,0.0,0.0,0.0,0.0,11.04052933719355,1.0,1.0,0.029648052167289465,1
16125,35469_1000354689,1.5047897,1.4077271,1.2669016,0.0,0.0,0.0,0.0,0.0,0.0,1.4913312,1.4202586,1.2668899,0.0,0.0,0.0,0.0,0.0,0.0,21.74528679301262,1.0,1.0,0.010378400627321597,0
16126,31573_1000315729,1.3986461,1.3929558,1.2151123,0.0,0.0,0.0,0.0,0.0,0.0,1.4528769,1.3414776,1.2151532,0.0,0.0,0.0,0.0,0.0,0.0,16.53005800270457,1.0,1.0,0.013431277830212453,0
16127,35817_1000358169,1.3998027,1.3943255,1.2162122,0.0,0.0,0.0,0.0,0.0,0.0,1.4671648,1.3312035,1.2163345,0.0,0.0,0.0,0.0,0.0,0.0,10.0544558682969,1.0,1.0,0.013152996358643311,0
16128,36168_1000361680,1.3066316,1.4489021,1.1974963,0.0,0.0,0.0,0.0,0.0,0.0,1.6120076,1.1794406,1.1974572,0.0,0.0,0.0,0.0,0.0,0.0,9.068874090023654,1.0,1.0,0.03395753839801241,1
16129,35757_1000357570,1.2241734,1.3025719,1.0991944,0.0,0.0,0.0,0.0,0.0,0.0,1.3549732,1.1777604,1.0991949,0.0,0.0,0.0,0.0,0.0,0.0,9.315511567267373,1.0,1.0,0.05900400833152756,1
16130,35886_1000358859,1.3366003,1.307957,1.1510293,0.0,0.0,0.0,0.0,0.0,0.0,1.3913577,1.2569414,1.1509564,0.0,0.0,0.0,0.0,0.0,0.0,9.45646055655976,1.0,1.0,0.034132450501367956,1
16131,35035_1000350350,1.4480485,1.3623303,1.2226055,0.0,0.0,0.0,0.0,0.0,0.0,1.5340372,1.2875696,1.2225446,0.0,0.0,0.0,0.0,0.0,0.0,9.324077417228796,1.0,1.0,0.019997126803531013,0
16132,35638_1000356380,1.5916938,1.2699088,1.2361107,0.0,0.0,0.0,0.0,0.0,0.0,1.7859446,1.1401666,1.2360716,0.0,0.0,0.0,0.0,0.0,0.0,10.28335370168377,1.0,1.0,0.042281995014393836,1
16133,38560_1000385599,1.5001113,1.3595349,1.2429276,0.0,0.0,0.0,0.0,0.0,0.0,1.9246846,1.0764779,1.2426846,0.0,0.0,0.0,0.0,0.0,0.0,14.02661662776365,1.0,1.0,0.020379457112940227,0
16134,35308_1000353080,1.4334356,1.5247016,1.2868685,0.0,0.0,0.0,0.0,0.0,0.0,1.751486,1.2545196,1.2868636,0.0,0.0,0.0,0.0,0.0,0.0,9.95804453879978,1.0,1.0,0.006055647241237263,0
16135,31267_1000312669,1.406038,1.3591642,1.2034167,0.0,0.0,0.0,0.0,0.0,0.0,1.9382856,1.006391,1.203104,0.0,0.0,0.0,0.0,0.0,0.0,10.288453355086,1.0,1.0,0.020863744843862737,0
16136,34572_1000345720,1.5385455,1.5780343,1.3564395,0.0,0.0,0.0,0.0,0.0,0.0,2.3686204,1.057025,1.3558135,0.0,0.0,0.0,0.0,0.0,0.0,11.31580547468818,1.0,1.0,,1
16137,35889_1000358889,1.3654565,1.3846493,1.1970181,0.0,0.0,0.0,0.0,0.0,0.0,1.9281371,1.0008746,1.1966478,0.0,0.0,0.0,0.0,0.0,0.0,14.25781260891951,1.0,1.0,0.0194298469116591,0
16138,30979_1000309790,1.4129415,1.4098759,1.2287017,0.0,0.0,0.0,0.0,0.0,0.0,1.5712724,1.2706282,1.228684,0.0,0.0,0.0,0.0,0.0,0.0,30.7246214059679,1.0,1.0,0.010145698197037294,0
16139,30122_1000301219,1.3118151,1.370785,1.167331,0.0,0.0,0.0,0.0,0.0,0.0,1.5528171,1.16269,1.1672943,0.0,0.0,0.0,0.0,0.0,0.0,14.12828218164218,1.0,1.0,0.03299133879664779,1
16140,36142_1000361419,1.3218436,1.3576025,1.166172,0.0,0.0,0.0,0.0,0.0,0.0,1.5284122,1.1780493,1.1661704,0.0,0.0,0.0,0.0,0.0,0.0,20.24034022638185,1.0,1.0,0.03033693725573212,1
16141,34428_1000344280,1.1806144,1.3409435,1.0949072,0.0,0.0,0.0,0.0,0.0,0.0,1.4041742,1.1292026,1.0949032,0.0,0.0,0.0,0.0,0.0,0.0,17.83228388416128,1.0,1.0,0.0723384720859444,1
16142,31847_1000318470,1.38333,1.4005537,1.2117279,0.0,0.0,0.0,0.0,0.0,0.0,1.5215744,1.2751431,1.2116622,0.0,0.0,0.0,0.0,0.0,0.0,9.561149105235168,1.0,1.0,0.015439359516177446,0
16143,32810_1000328100,1.4617286,1.2808459,1.1906565,0.0,0.0,0.0,0.0,0.0,0.0,1.4658833,1.2773404,1.1906699,0.0,0.0,0.0,0.0,0.0,0.0,21.9290401617309,1.0,1.0,0.04092654576109207,1
16144,32150_1000321499,1.3314744,1.3952281,1.1864768,0.0,0.0,0.0,0.0,0.0,0.0,1.489412,1.2490575,1.18647,0.0,0.0,0.0,0.0,0.0,0.0,10.54770074905033,1.0,1.0,0.02771830601078719,1
16145,33751_1000337509,1.1287116,1.30606,1.0564185,0.0,0.0,0.0,0.0,0.0,0.0,1.309224,1.126146,1.0564579,0.0,0.0,0.0,0.0,0.0,0.0,13.06445791174524,1.0,1.0,0.08925193290983398,1
16146,38308_1000383080,1.4615647,1.458527,1.271043,0.0,0.0,0.0,0.0,0.0,0.0,1.8440132,1.1678848,1.2709556,0.0,0.0,0.0,0.0,0.0,0.0,9.513269487841466,1.0,1.0,0.0028403848624319315,0
16147,38505_1000385050,1.3817811,1.5292306,1.2651399,0.0,0.0,0.0,0.0,0.0,0.0,1.5801674,1.3382648,1.2650776,0.0,0.0,0.0,0.0,0.0,0.0,11.03146853741265,1.0,1.0,0.015341138986455158,0
16148,32882_1000328819,1.2822918,1.324098,1.1343219,0.0,0.0,0.0,0.0,0.0,0.0,1.3741524,1.2361752,1.1343052,0.0,0.0,0.0,0.0,0.0,0.0,14.6150224524573,1.0,1.0,0.041411464435562005,1
16149,39755_1000397549,1.3978934,1.5211194,1.269215,0.0,0.0,0.0,0.0,0.0,0.0,1.6630956,1.2821039,1.2690575,0.0,0.0,0.0,0.0,0.0,0.0,9.146339327816522,1.0,1.0,0.012157078922009013,0
16150,37751_1000377510,1.36424,1.3201553,1.1682618,0.0,0.0,0.0,0.0,0.0,0.0,1.4083141,1.2793448,1.1682545,0.0,0.0,0.0,0.0,0.0,0.0,11.533501860701,1.0,1.0,0.030770846052392716,1
16151,39938_1000399379,1.5319499,1.4657933,1.3044621,0.0,0.0,0.0,0.0,0.0,0.0,1.7694174,1.275544,1.3043649,0.0,0.0,0.0,0.0,0.0,0.0,10.08883021218514,1.0,1.0,0.0020363729032562236,0
16152,32803_1000328030,1.3926579,1.1988548,1.124232,0.0,0.0,0.0,0.0,0.0,0.0,1.3354421,1.2491934,1.1242762,0.0,0.0,0.0,0.0,0.0,0.0,11.32362848067855,1.0,1.0,0.06602693941020796,1
16153,38993_1000389930,1.3500513,1.5220346,1.2474564,0.0,0.0,0.0,0.0,0.0,0.0,1.5240926,1.3482043,1.2474247,0.0,0.0,0.0,0.0,0.0,0.0,9.564943679069213,1.0,1.0,0.02243397396180066,0
16154,39720_1000397200,1.2550164,1.3416814,1.1295228,0.0,0.0,0.0,0.0,0.0,0.0,1.5894955,1.0673482,1.1294476,0.0,0.0,0.0,0.0,0.0,0.0,10.25088619254039,1.0,1.0,0.04936933792691358,1
16155,38642_1000386419,1.4028875,1.2086219,1.1329472,0.0,0.0,0.0,0.0,0.0,0.0,1.4884565,1.1417394,1.1328809,0.0,0.0,0.0,0.0,0.0,0.0,9.7810653520417,1.0,1.0,0.06289165366729339,1
16156,31241_1000312409,1.4139144,1.3462727,1.2010083,0.0,0.0,0.0,0.0,0.0,0.0,1.5843627,1.2056643,1.2009555,0.0,0.0,0.0,0.0,0.0,0.0,9.174263453288157,1.0,1.0,0.02393966868719779,0
16157,39975_1000399750,1.3695892,1.260399,1.1435845,0.0,0.0,0.0,0.0,0.0,0.0,1.3636241,1.2659624,1.1436465,0.0,0.0,0.0,0.0,0.0,0.0,9.664620163161645,1.0,1.0,0.04759497310559431,1
16158,35708_1000357080,1.57147,1.4779816,1.3266022,0.0,0.0,0.0,0.0,0.0,0.0,1.8055469,1.2930101,1.3264611,0.0,0.0,0.0,0.0,0.0,0.0,9.696940146913231,1.0,1.0,0.0009676807467962452,0
16159,32623_1000326229,1.4065526,1.3908786,1.2176297,0.0,0.0,0.0,0.0,0.0,0.0,1.7047375,1.1561686,1.2176052,0.0,0.0,0.0,0.0,0.0,0.0,9.47294619052149,1.0,1.0,0.013852892319304224,0
16160,34784_1000347840,1.4603064,1.5317047,1.3019035,0.0,0.0,0.0,0.0,0.0,0.0,1.904679,1.1871364,1.3018193,0.0,0.0,0.0,0.0,0.0,0.0,11.41703452255621,1.0,1.0,0.002593698953269581,0
16161,36375_1000363749,1.5171851,1.2726756,1.2087522,0.0,0.0,0.0,0.0,0.0,0.0,1.490187,1.295327,1.2089019,0.0,0.0,0.0,0.0,0.0,0.0,8.978801089177393,1.0,1.0,0.04258043886263507,1
16162,33528_1000335279,1.297633,1.4443423,1.1914629,0.0,0.0,0.0,0.0,0.0,0.0,1.7800413,1.0658151,1.1913095,0.0,0.0,0.0,0.0,0.0,0.0,8.988509672516958,1.0,1.0,0.03643201140278782,1
16163,39518_1000395180,1.3777534,1.3807425,1.2007042,0.0,0.0,0.0,0.0,0.0,0.0,1.8737127,1.0326735,1.2004082,0.0,0.0,0.0,0.0,0.0,0.0,16.44721696749657,1.0,1.0,0.016657222665088255,0
16164,34846_1000348459,1.5414276,1.2891834,1.2262151,0.0,0.0,0.0,0.0,0.0,0.0,1.6392871,1.215708,1.2262231,0.0,0.0,0.0,0.0,0.0,0.0,11.12068823408461,1.0,1.0,0.03772758187144791,1
16165,37917_1000379170,1.3015838,1.5723546,1.2442799,0.0,0.0,0.0,0.0,0.0,0.0,1.6160556,1.2678548,1.244283,0.0,0.0,0.0,0.0,0.0,0.0,10.58788780529125,1.0,1.0,0.03403102703065272,1
16166,31937_1000319369,1.4422941,1.4530818,1.2602751,0.0,0.0,0.0,0.0,0.0,0.0,1.5147518,1.3840681,1.2602454,0.0,0.0,0.0,0.0,0.0,0.0,11.44287895129544,1.0,1.0,0.004880216180475432,0
16167,39154_1000391540,1.4015594,1.3308595,1.1888766,0.0,0.0,0.0,0.0,0.0,0.0,1.4181246,1.3154244,1.1888384,0.0,0.0,0.0,0.0,0.0,0.0,11.66377336356647,1.0,1.0,0.027853723537616934,1
16168,31435_1000314349,1.3540313,1.3738523,1.1873426,0.0,0.0,0.0,0.0,0.0,0.0,1.7407069,1.080545,1.1872241,0.0,0.0,0.0,0.0,0.0,0.0,9.666849704021566,1.0,1.0,0.022139970052819515,0
16169,32915_1000329150,1.3234702,1.4040844,1.1866148,0.0,0.0,0.0,0.0,0.0,0.0,1.7641083,1.0661136,1.1864054,0.0,0.0,0.0,0.0,0.0,0.0,9.432660487754214,1.0,1.0,0.02975934998980192,1
16170,34716_1000347159,1.5308176,1.3009993,1.2277426,0.0,0.0,0.0,0.0,0.0,0.0,1.9234102,1.0523818,1.2275145,0.0,0.0,0.0,0.0,0.0,0.0,11.27005151833633,1.0,1.0,0.034684818206149486,1
16171,37647_1000376470,1.3358129,1.3925631,1.1872863,0.0,0.0,0.0,0.0,0.0,0.0,1.4880815,1.2517135,1.1872314,0.0,0.0,0.0,0.0,0.0,0.0,16.24719249124903,1.0,1.0,0.026618488169588027,1
16172,36209_1000362089,1.3778973,1.4029006,1.2103539,0.0,0.0,0.0,0.0,0.0,0.0,1.4934168,1.295515,1.2102817,0.0,0.0,0.0,0.0,0.0,0.0,9.485316218164948,1.0,1.0,0.016611658002047166,0
16173,32404_1000324039,1.5163237,1.4599553,1.2952219,0.0,0.0,0.0,0.0,0.0,0.0,1.7399826,1.2779812,1.2950866,0.0,0.0,0.0,0.0,0.0,0.0,9.66639299456405,1.0,1.0,0.0026504358064642583,0
16174,35509_1000355089,1.2258339,1.3157933,1.1054757,0.0,0.0,0.0,0.0,0.0,0.0,1.6105295,1.0117531,1.1053251,0.0,0.0,0.0,0.0,0.0,0.0,13.88149689194606,1.0,1.0,0.058410746665282474,1
16175,36933_1000369329,1.5723158,1.4620887,1.3197553,0.0,0.0,0.0,0.0,0.0,0.0,1.7473867,1.3202238,1.3196596,0.0,0.0,0.0,0.0,0.0,0.0,9.902446093636229,1.0,1.0,0.002340349951347475,0
16176,38951_1000389509,1.5055664,1.464086,1.292465,0.0,0.0,0.0,0.0,0.0,0.0,1.6351725,1.3504767,1.2924765,0.0,0.0,0.0,0.0,0.0,0.0,19.9826259223165,1.0,1.0,0.0022302169069578293,0
16177,35902_1000359020,1.332554,1.4981459,1.2296021,0.0,0.0,0.0,0.0,0.0,0.0,1.615055,1.2395465,1.2295918,0.0,0.0,0.0,0.0,0.0,0.0,11.32242671961217,1.0,1.0,0.02685897791495653,1
16178,30315_1000303149,1.4049336,1.3716996,1.2084959,0.0,0.0,0.0,0.0,0.0,0.0,1.7200171,1.1300159,1.2083713,0.0,0.0,0.0,0.0,0.0,0.0,12.0894749548709,1.0,1.0,0.01798266046537186,0
16179,36498_1000364979,1.5378321,1.3235664,1.2413011,0.0,0.0,0.0,0.0,0.0,0.0,1.6140431,1.2634132,1.2412938,0.0,0.0,0.0,0.0,0.0,0.0,11.36916395966516,1.0,1.0,0.02876148850962486,1
16180,35587_1000355870,1.326176,1.4232785,1.1958737,0.0,0.0,0.0,0.0,0.0,0.0,1.5401155,1.2283422,1.1958481,0.0,0.0,0.0,0.0,0.0,0.0,14.16555982884599,1.0,1.0,0.02896534215908615,1
16181,31697_1000316970,1.5228126,1.3114026,1.2295408,0.0,0.0,0.0,0.0,0.0,0.0,1.4200127,1.4045337,1.2294331,0.0,0.0,0.0,0.0,0.0,0.0,9.324504780066453,1.0,1.0,0.03203341950818286,1
16182,37148_1000371480,1.4978487,1.5589182,1.3302164,0.0,0.0,0.0,0.0,0.0,0.0,1.825017,1.2869709,1.3301291,0.0,0.0,0.0,0.0,0.0,0.0,13.58619800409212,1.0,1.0,4.416014110098918e-05,0
16183,38524_1000385239,1.4452604,1.3188456,1.2016364,0.0,0.0,0.0,0.0,0.0,0.0,1.6650349,1.1518649,1.2015467,0.0,0.0,0.0,0.0,0.0,0.0,17.65172346593846,1.0,1.0,0.030744735482849478,1
16184,34257_1000342569,1.4727855,1.416151,1.2571927,0.0,0.0,0.0,0.0,0.0,0.0,1.9381657,1.0931784,1.256962,0.0,0.0,0.0,0.0,0.0,0.0,10.86930478705787,1.0,1.0,0.008961080831460095,0
16185,33571_1000335710,1.3869762,1.4188635,1.221218,0.0,0.0,0.0,0.0,0.0,0.0,1.8439487,1.0819681,1.2210279,0.0,0.0,0.0,0.0,0.0,0.0,9.573644113103109,1.0,1.0,0.014649639932617397,0
16186,36899_1000368990,1.29329,1.378423,1.162222,0.0,0.0,0.0,0.0,0.0,0.0,1.403707,1.2703993,1.162236,0.0,0.0,0.0,0.0,0.0,0.0,9.520009672712156,1.0,1.0,0.03806684678981423,1
16187,33483_1000334829,1.4736301,1.371525,1.2374685,0.0,0.0,0.0,0.0,0.0,0.0,1.7059228,1.1919546,1.2374152,0.0,0.0,0.0,0.0,0.0,0.0,8.8565953027212,1.0,1.0,0.017817943389561823,0
16188,37132_1000371319,1.4905072,1.5054609,1.3040513,0.0,0.0,0.0,0.0,0.0,0.0,2.2102053,1.0429782,1.303656,0.0,0.0,0.0,0.0,0.0,0.0,9.928146452301919,1.0,1.0,0.00028651637556700567,0
16189,38369_1000383689,1.4351307,1.3090942,1.1929809,0.0,0.0,0.0,0.0,0.0,0.0,1.3863734,1.3546059,1.1929843,0.0,0.0,0.0,0.0,0.0,0.0,18.54170772022131,1.0,1.0,0.03339554963665041,1
16190,31703_1000317030,1.3262293,1.3447529,1.162579,0.0,0.0,0.0,0.0,0.0,0.0,1.5414163,1.1615806,1.1625522,0.0,0.0,0.0,0.0,0.0,0.0,9.121332451029307,1.0,1.0,0.02919657123311582,1
16191,34686_1000346860,1.321141,1.3667525,1.1697714,0.0,0.0,0.0,0.0,0.0,0.0,1.4000223,1.2900997,1.1697701,0.0,0.0,0.0,0.0,0.0,0.0,11.29591976250761,1.0,1.0,0.030502467084394566,1
16192,36277_1000362769,1.4311309,1.2752553,1.1756768,0.0,0.0,0.0,0.0,0.0,0.0,1.6803308,1.0951629,1.1755904,0.0,0.0,0.0,0.0,0.0,0.0,11.91804355076894,1.0,1.0,0.042796268167671916,1
16193,37639_1000376390,1.3669732,1.4636083,1.2312204,0.0,0.0,0.0,0.0,0.0,0.0,1.8596241,1.0903039,1.230896,0.0,0.0,0.0,0.0,0.0,0.0,10.34127908763275,1.0,1.0,0.01887624308385184,0
16194,31054_1000310540,1.4192709,1.3238702,1.1931548,0.0,0.0,0.0,0.0,0.0,0.0,1.7391999,1.091499,1.1930124,0.0,0.0,0.0,0.0,0.0,0.0,13.95345161212197,1.0,1.0,0.029583864704275303,1
16195,36857_1000368570,1.3439982,1.3763165,1.1839855,0.0,0.0,0.0,0.0,0.0,0.0,1.3866067,1.3341064,1.1839945,0.0,0.0,0.0,0.0,0.0,0.0,12.53360862673996,1.0,1.0,0.024597191444381362,0
16196,30409_1000304089,1.299423,1.3937287,1.1713997,0.0,0.0,0.0,0.0,0.0,0.0,1.7693967,1.0374821,1.1712208,0.0,0.0,0.0,0.0,0.0,0.0,15.55765966419229,1.0,1.0,0.03628034235818604,1
16197,32237_1000322369,1.3291483,1.3111306,1.149216,0.0,0.0,0.0,0.0,0.0,0.0,1.5526968,1.1280679,1.1492153,0.0,0.0,0.0,0.0,0.0,0.0,8.497699294992316,1.0,1.0,0.03327155186201506,1
16198,34727_1000347270,1.3202281,1.3886765,1.1786675,0.0,0.0,0.0,0.0,0.0,0.0,1.4909991,1.2315985,1.178613,0.0,0.0,0.0,0.0,0.0,0.0,13.69047313897704,1.0,1.0,0.030674780080112467,1
16199,35021_1000350210,1.356688,1.498563,1.2409782,0.0,0.0,0.0,0.0,0.0,0.0,1.752593,1.1687104,1.2408447,0.0,0.0,0.0,0.0,0.0,0.0,10.39110486492433,1.0,1.0,0.021045143053904078,0
16200,35892_1000358919,1.4268624,1.2003198,1.138438,0.0,0.0,0.0,0.0,0.0,0.0,1.615606,1.0674508,1.1383715,0.0,0.0,0.0,0.0,0.0,0.0,13.01807124500211,1.0,1.0,0.06511682202455918,1
16201,30644_1000306440,1.2679797,1.396011,1.1579616,0.0,0.0,0.0,0.0,0.0,0.0,1.448644,1.2229135,1.1578747,0.0,0.0,0.0,0.0,0.0,0.0,12.13351763553952,1.0,1.0,0.045182599282279405,1
16202,33171_1000331710,1.3638088,1.2840843,1.1519355,0.0,0.0,0.0,0.0,0.0,0.0,1.6065665,1.0975611,1.151837,0.0,0.0,0.0,0.0,0.0,0.0,11.00015696103763,1.0,1.0,0.040745274129304176,1
16203,39456_1000394560,1.4722854,1.6426243,1.353409,0.0,0.0,0.0,0.0,0.0,0.0,1.9987468,1.2233531,1.3531874,0.0,0.0,0.0,0.0,0.0,0.0,9.169477345627168,1.0,1.0,0.001272886532131917,0
16204,37196_1000371959,1.2628739,1.4111795,1.1618,0.0,0.0,0.0,0.0,0.0,0.0,1.6774702,1.0722234,1.1617353,0.0,0.0,0.0,0.0,0.0,0.0,13.46126292121158,1.0,1.0,0.0465410217168756,1
16205,39539_1000395390,1.3679237,1.1714994,1.1013753,0.0,0.0,0.0,0.0,0.0,0.0,1.3794965,1.16201,1.1013871,0.0,0.0,0.0,0.0,0.0,0.0,11.7299910058517,1.0,1.0,0.07487412870537266,1
16206,35879_1000358790,1.3126833,1.2410887,1.1110696,0.0,0.0,0.0,0.0,0.0,0.0,1.3250701,1.229715,1.1111051,0.0,0.0,0.0,0.0,0.0,0.0,12.13463017754718,1.0,1.0,0.05373506112980676,1
16207,33859_1000338589,1.3446928,1.4595767,1.2193996,0.0,0.0,0.0,0.0,0.0,0.0,1.9972026,1.0047472,1.2190083,0.0,0.0,0.0,0.0,0.0,0.0,11.76872814828507,1.0,1.0,0.0241233814438136,0
16208,32228_1000322280,1.4047544,1.2891738,1.1713048,0.0,0.0,0.0,0.0,0.0,0.0,1.68442,1.0849177,1.1712055,0.0,0.0,0.0,0.0,0.0,0.0,17.48819066378868,1.0,1.0,0.039066773106791366,1
16209,36443_1000364430,1.4458714,1.4117279,1.2437358,0.0,0.0,0.0,0.0,0.0,0.0,1.5234277,1.3409648,1.2437613,0.0,0.0,0.0,0.0,0.0,0.0,9.448560154154643,1.0,1.0,0.009786236585758038,0
16210,31998_1000319980,1.3704298,1.4698347,1.235388,0.0,0.0,0.0,0.0,0.0,0.0,1.4584802,1.3808906,1.2353542,0.0,0.0,0.0,0.0,0.0,0.0,8.610057428784032,1.0,1.0,0.018076716432515422,0
16211,39852_1000398519,1.2944517,1.3291533,1.1418705,0.0,0.0,0.0,0.0,0.0,0.0,1.3411577,1.2829394,1.1418673,0.0,0.0,0.0,0.0,0.0,0.0,25.58305249856096,1.0,1.0,0.03791812282311005,1
16212,31382_1000313819,1.3466111,1.5242449,1.24674,0.0,0.0,0.0,0.0,0.0,0.0,1.563623,1.3135037,1.2466547,0.0,0.0,0.0,0.0,0.0,0.0,9.860607720634613,1.0,1.0,0.02323054623050431,0
16213,33117_1000331169,1.6073598,1.5758256,1.3854803,0.0,0.0,0.0,0.0,0.0,0.0,1.6830084,1.5060472,1.385551,0.0,0.0,0.0,0.0,0.0,0.0,10.06032194220575,1.0,1.0,,1
16214,33010_1000330099,1.4416423,1.4129604,1.2424628,0.0,0.0,0.0,0.0,0.0,0.0,1.4559685,1.3991325,1.2424594,0.0,0.0,0.0,0.0,0.0,0.0,11.72436950773186,1.0,1.0,0.009569356204693676,0
16215,33345_1000333449,1.3261704,1.4306903,1.1989582,0.0,0.0,0.0,0.0,0.0,0.0,1.8646806,1.0341991,1.1986134,0.0,0.0,0.0,0.0,0.0,0.0,9.42174288756058,1.0,1.0,0.02892795670426953,1
16216,36974_1000369739,1.2869785,1.4331847,1.1819663,0.0,0.0,0.0,0.0,0.0,0.0,1.4100448,1.3077478,1.181982,0.0,0.0,0.0,0.0,0.0,0.0,12.1467764217664,1.0,1.0,0.03946945403067368,1
16217,34702_1000347019,1.3478789,1.5801578,1.2696835,0.0,0.0,0.0,0.0,0.0,0.0,2.097175,1.0384214,1.2692318,0.0,0.0,0.0,0.0,0.0,0.0,10.42386312032923,1.0,1.0,0.022445179966432284,0
16218,31552_1000315519,1.4777716,1.434228,1.2673514,0.0,0.0,0.0,0.0,0.0,0.0,1.5712807,1.3503501,1.2673455,0.0,0.0,0.0,0.0,0.0,0.0,17.59095519859559,1.0,1.0,0.006025120797237575,0
16219,35615_1000356149,1.3743507,1.4100444,1.2118589,0.0,0.0,0.0,0.0,0.0,0.0,1.4590359,1.3287022,1.2118413,0.0,0.0,0.0,0.0,0.0,0.0,9.15823297126152,1.0,1.0,0.017383163145411006,0
16220,33038_1000330380,1.38224,1.3927779,1.2078863,0.0,0.0,0.0,0.0,0.0,0.0,1.5071726,1.2790339,1.2078816,0.0,0.0,0.0,0.0,0.0,0.0,11.77583470021758,1.0,1.0,0.015677656215955002,0
16221,37363_1000373630,1.4133989,1.3764163,1.2142096,0.0,0.0,0.0,0.0,0.0,0.0,1.8340741,1.0754745,1.2140738,0.0,0.0,0.0,0.0,0.0,0.0,11.04060949108481,1.0,1.0,0.016921827824929424,0
16222,33157_1000331570,1.4650304,1.2981482,1.2001091,0.0,0.0,0.0,0.0,0.0,0.0,1.9381262,1.0013691,1.1998618,0.0,0.0,0.0,0.0,0.0,0.0,15.66211261491179,1.0,1.0,0.03611707565003421,1
16223,31421_1000314209,1.2433814,1.4561037,1.1706358,0.0,0.0,0.0,0.0,0.0,0.0,1.7012326,1.0738894,1.1705165,0.0,0.0,0.0,0.0,0.0,0.0,20.04258518419254,1.0,1.0,0.05177108286661503,1
16224,30006_1000300059,1.3301404,1.4492272,1.2084569,0.0,0.0,0.0,0.0,0.0,0.0,1.493947,1.291166,1.2084308,0.0,0.0,0.0,0.0,0.0,0.0,8.875642800169631,1.0,1.0,0.027805258297740915,1
16225,32895_1000328950,1.4071577,1.3149033,1.1840291,0.0,0.0,0.0,0.0,0.0,0.0,1.3866067,1.3341064,1.1839945,0.0,0.0,0.0,0.0,0.0,0.0,9.3356900662521,1.0,1.0,0.03200777067329346,1
16226,38137_1000381370,1.346577,1.5155182,1.2431931,0.0,0.0,0.0,0.0,0.0,0.0,2.0267625,1.0286407,1.2428715,0.0,0.0,0.0,0.0,0.0,0.0,10.09016937896702,1.0,1.0,0.023305479659507144,0
16227,30921_1000309210,1.3695337,1.4060605,1.208022,0.0,0.0,0.0,0.0,0.0,0.0,1.6326967,1.1852894,1.2079535,0.0,0.0,0.0,0.0,0.0,0.0,13.91090516564418,1.0,1.0,0.018469119311429603,0
16228,37640_1000376400,1.3605773,1.2824163,1.149826,0.0,0.0,0.0,0.0,0.0,0.0,1.622737,1.0837317,1.1497974,0.0,0.0,0.0,0.0,0.0,0.0,10.45053110167001,1.0,1.0,0.041238427885531045,1
16229,36624_1000366240,1.3272127,1.4036344,1.1881115,0.0,0.0,0.0,0.0,0.0,0.0,1.5092871,1.2365657,1.1881137,0.0,0.0,0.0,0.0,0.0,0.0,28.06654147308809,1.0,1.0,0.028786733514284235,1
