X1+X2,P_NS(APR4_EPP),P_NS(BHF_BBB2),P_NS(H4),P_NS(HQC18),P_NS(KDE0V),P_NS(KDE0V1),P_NS(MPA1),P_NS(MS1_PP),P_NS(MS1B_PP),P_NS(RS),P_NS(SK255),P_NS(SK272),P_NS(SKI2),P_NS(SKI3),P_NS(SKI4),P_NS(SKI5),P_NS(SKI6),P_NS(SKMP),P_NS(SKOP),P_NS(SLy),P_NS(SLY2),P_NS(SLY9),P_NS(SLY230A)
0.680000,0.635524,0.618939,0.619855,0.610046,0.598100,0.594025,0.634319,0.655026,0.657238,0.642389,0.619280,0.631107,0.623458,0.627906,0.625564,0.627906,0.607989,0.616401,0.597085,0.618228,0.618228,0.605279,0.606009
0.700000,0.659705,0.642687,0.643245,0.632264,0.620650,0.616684,0.655792,0.675871,0.678010,0.665216,0.642123,0.652954,0.645425,0.649602,0.647473,0.649602,0.630517,0.638436,0.619662,0.641524,0.641524,0.628616,0.628273
0.720000,0.683973,0.666613,0.666817,0.654756,0.643524,0.639685,0.677443,0.696809,0.698867,0.688121,0.665167,0.674977,0.667602,0.671499,0.669586,0.671499,0.653317,0.660720,0.642568,0.665012,0.665012,0.652212,0.650833
0.740000,0.708283,0.690692,0.690549,0.677525,0.666726,0.663032,0.699272,0.717841,0.719810,0.711080,0.688397,0.697172,0.689987,0.693598,0.691901,0.693598,0.676387,0.683254,0.665806,0.688673,0.688673,0.676055,0.673692
0.760000,0.732591,0.714894,0.714419,0.700574,0.690259,0.686729,0.721281,0.738969,0.740839,0.734068,0.711803,0.719537,0.712580,0.715901,0.714419,0.715901,0.699727,0.706040,0.689381,0.712487,0.712487,0.700130,0.696855
0.780000,0.756844,0.739186,0.738400,0.723905,0.714129,0.710780,0.743472,0.760191,0.761955,0.757058,0.735369,0.742069,0.735382,0.738410,0.737137,0.738410,0.723334,0.729081,0.713296,0.736433,0.736433,0.724422,0.720325
0.800000,0.780987,0.763535,0.762467,0.747521,0.738339,0.735190,0.765846,0.781508,0.783157,0.780019,0.759081,0.764766,0.758393,0.761125,0.760055,0.761125,0.747208,0.752379,0.737556,0.760485,0.760485,0.748915,0.744107
0.820000,0.804958,0.787902,0.786589,0.771426,0.762892,0.759963,0.788405,0.802922,0.804446,0.802921,0.782923,0.787625,0.781613,0.784049,0.783174,0.784049,0.771346,0.775936,0.762163,0.784618,0.784618,0.773590,0.768205
0.840000,0.828692,0.812247,0.810735,0.795621,0.787792,0.785104,0.811150,0.824431,0.825822,0.825730,0.806877,0.810641,0.805041,0.807183,0.806490,0.807183,0.795747,0.799754,0.787124,0.808804,0.808804,0.798428,0.792622
0.860000,0.852117,0.836524,0.834870,0.820110,0.813045,0.810616,0.834082,0.846036,0.847285,0.848411,0.830924,0.833812,0.828679,0.830529,0.830004,0.830529,0.820406,0.823836,0.812441,0.833012,0.833012,0.823408,0.817364
0.880000,0.875154,0.860686,0.858956,0.844895,0.838653,0.836505,0.857204,0.867739,0.868836,0.870924,0.855045,0.857134,0.852525,0.854088,0.853713,0.854088,0.845322,0.848185,0.838119,0.857210,0.857210,0.848505,0.842434
0.900000,0.897719,0.884680,0.882955,0.869980,0.864620,0.862775,0.880517,0.889538,0.890475,0.893229,0.879218,0.880603,0.876581,0.877861,0.877618,0.877861,0.870491,0.872802,0.864161,0.881361,0.881361,0.873694,0.867836
0.920000,0.919721,0.908449,0.906822,0.895367,0.890952,0.889430,0.904023,0.911434,0.912203,0.915282,0.903420,0.904215,0.900846,0.901850,0.901715,0.901850,0.895910,0.897690,0.890573,0.905429,0.905429,0.898949,0.893577
0.940000,0.941061,0.931934,0.930511,0.921060,0.917651,0.916475,0.927722,0.933428,0.934018,0.937037,0.927626,0.927966,0.925320,0.926057,0.926004,0.926057,0.921575,0.922851,0.917359,0.929372,0.929372,0.924240,0.919658
0.960000,0.961632,0.955069,0.953974,0.947061,0.944723,0.943916,0.951617,0.955520,0.955923,0.958444,0.951811,0.951850,0.950004,0.950483,0.950482,0.950483,0.947482,0.948289,0.944522,0.953147,0.953147,0.949535,0.946087
0.980000,0.981320,0.977783,0.977156,0.973373,0.972171,0.971756,0.975709,0.977711,0.977917,0.979450,0.975945,0.975863,0.974897,0.975130,0.975148,0.975130,0.973625,0.974004,0.972068,0.976706,0.976706,0.974801,0.972866
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
