X1+X2,P_NS(APR4_EPP),P_NS(BHF_BBB2),P_NS(H4),P_NS(HQC18),P_NS(KDE0V),P_NS(KDE0V1),P_NS(MPA1),P_NS(MS1_PP),P_NS(MS1B_PP),P_NS(RS),P_NS(SK255),P_NS(SK272),P_NS(SKI2),P_NS(SKI3),P_NS(SKI4),P_NS(SKI5),P_NS(SKI6),P_NS(SKMP),P_NS(SKOP),P_NS(SLy),P_NS(SLY2),P_NS(SLY9),P_NS(SLY230A)
0.720000,0.637795,0.611465,0.634615,0.671233,0.674419,0.526946,0.654676,0.626984,0.632000,0.655405,0.647059,0.598592,0.544304,0.636364,0.666667,0.636364,0.625000,0.664516,0.691011,0.625000,0.625000,0.558442,0.508065
0.740000,0.640000,0.617530,0.614407,0.596078,0.622222,0.590909,0.629108,0.728205,0.724490,0.601732,0.683258,0.658768,0.652778,0.712551,0.594714,0.712551,0.610860,0.590909,0.559322,0.608889,0.608889,0.705882,0.612903
0.760000,0.656716,0.664430,0.651163,0.703180,0.684588,0.643382,0.719298,0.748201,0.741818,0.685811,0.650000,0.716312,0.688356,0.709434,0.697211,0.709434,0.631387,0.687732,0.716475,0.658273,0.658273,0.706294,0.653979
0.780000,0.747826,0.729858,0.757709,0.767857,0.766917,0.734375,0.739910,0.803279,0.789189,0.791489,0.743802,0.750000,0.773663,0.775120,0.751152,0.775120,0.736842,0.735537,0.770000,0.735849,0.735849,0.752381,0.682051
0.800000,0.852349,0.797468,0.825000,0.784810,0.798780,0.783951,0.746479,0.791045,0.801471,0.781022,0.789116,0.750000,0.773050,0.793333,0.792000,0.793333,0.750000,0.763889,0.819444,0.842424,0.842424,0.762590,0.760331
0.820000,0.790698,0.827338,0.750000,0.818898,0.779874,0.811594,0.805085,0.792000,0.803279,0.781250,0.879032,0.818182,0.779661,0.783784,0.736000,0.783784,0.747664,0.805310,0.801653,0.819672,0.819672,0.791045,0.741379
0.840000,0.841270,0.777778,0.790960,0.832487,0.758621,0.799020,0.770186,0.805031,0.808917,0.803371,0.820225,0.789189,0.793478,0.789773,0.820359,0.789773,0.794595,0.816216,0.836364,0.771277,0.771277,0.792899,0.785714
0.860000,0.813880,0.800562,0.790503,0.794118,0.808673,0.843750,0.802508,0.824324,0.823920,0.782123,0.766234,0.796970,0.846626,0.784848,0.797143,0.784848,0.775862,0.809524,0.806094,0.857955,0.857955,0.766854,0.811765
0.880000,0.815594,0.813636,0.802469,0.819575,0.813137,0.808036,0.832206,0.855246,0.854305,0.826506,0.826193,0.815789,0.810644,0.816774,0.802070,0.816774,0.791395,0.826309,0.837336,0.823256,0.823256,0.803378,0.833544
0.900000,0.899733,0.882873,0.897902,0.882803,0.908224,0.909195,0.865000,0.865132,0.865353,0.895349,0.888291,0.897470,0.905045,0.920680,0.878151,0.920680,0.889488,0.900517,0.871795,0.901535,0.901535,0.895748,0.887875
0.920000,0.930233,0.929078,0.945946,0.948498,0.950704,0.957198,0.935673,0.951049,0.944056,0.914798,0.931034,0.934211,0.938095,0.941799,0.934579,0.941799,0.914141,0.921296,0.958678,0.931174,0.931174,0.934673,0.933036
0.940000,0.920000,0.983333,0.962264,0.981132,0.984127,0.929577,0.810811,0.864865,0.837838,0.888889,0.913793,0.958333,0.937500,0.914894,0.926829,0.914894,0.980000,0.911765,0.948276,0.983333,0.983333,0.900000,0.921875
0.960000,0.909091,0.966667,0.947368,1.000000,0.913043,0.875000,0.913043,0.928571,0.928571,0.909091,0.954545,0.960000,0.777778,0.920000,0.916667,0.920000,0.941176,0.920000,0.956522,1.000000,0.999999,0.961538,0.999999
0.980000,1.000000,0.999998,0.947368,0.928571,0.882353,0.846154,0.900000,0.857143,0.857143,0.882353,0.785714,0.833333,0.923077,0.857143,0.999998,0.857143,1.000000,0.999998,0.923077,0.842105,0.842105,0.750000,1.000000
1.000000,0.990991,0.986157,0.987132,0.987406,0.987483,0.987764,0.991956,0.993008,0.993056,0.989583,0.989765,0.990936,0.990129,0.990720,0.989422,0.990720,0.989664,0.989239,0.988366,0.988080,0.988080,0.989505,0.988159
