X1+X2,P_NS(APR4_EPP),P_NS(BHF_BBB2),P_NS(H4),P_NS(HQC18),P_NS(KDE0V),P_NS(KDE0V1),P_NS(MPA1),P_NS(MS1_PP),P_NS(MS1B_PP),P_NS(RS),P_NS(SK255),P_NS(SK272),P_NS(SKI2),P_NS(SKI3),P_NS(SKI4),P_NS(SKI5),P_NS(SKI6),P_NS(SKMP),P_NS(SKOP),P_NS(SLy),P_NS(SLY2),P_NS(SLY9),P_NS(SLY230A)
0.480000,0.047904,0.047633,0.001732,0.044303,0.035510,0.038281,0.009168,0.000035,0.000316,0.005757,0.005597,0.005203,0.003472,0.003494,0.010672,0.000816,0.008869,0.009189,0.018594,0.030889,0.031754,0.011120,0.028779
0.500000,0.050467,0.050156,0.001822,0.046463,0.037288,0.040214,0.009591,0.000037,0.000330,0.006045,0.005879,0.005450,0.003639,0.003657,0.011180,0.000855,0.009311,0.009630,0.019527,0.032488,0.033398,0.011701,0.030187
0.520000,0.053071,0.052720,0.001913,0.048651,0.039092,0.042177,0.010017,0.000038,0.000344,0.006335,0.006165,0.005698,0.003807,0.003823,0.011693,0.000893,0.009758,0.010077,0.020473,0.034111,0.035066,0.012292,0.031614
0.540000,0.055713,0.055322,0.002006,0.050866,0.040922,0.044171,0.010447,0.000040,0.000358,0.006629,0.006455,0.005949,0.003976,0.003990,0.012211,0.000932,0.010212,0.010529,0.021434,0.035757,0.036758,0.012892,0.033060
0.560000,0.058392,0.057963,0.002100,0.053109,0.042779,0.046196,0.010880,0.000041,0.000372,0.006925,0.006749,0.006202,0.004148,0.004158,0.012735,0.000971,0.010672,0.010986,0.022410,0.037425,0.038473,0.013501,0.034525
0.580000,0.061105,0.060641,0.002195,0.055380,0.044664,0.048251,0.011317,0.000043,0.000387,0.007224,0.007046,0.006458,0.004321,0.004328,0.013263,0.001011,0.011137,0.011449,0.023399,0.039116,0.040211,0.014119,0.036009
0.600000,0.063851,0.063354,0.002291,0.057680,0.046576,0.050339,0.011757,0.000044,0.000401,0.007526,0.007347,0.006716,0.004496,0.004500,0.013797,0.001051,0.011609,0.011916,0.024404,0.040828,0.041971,0.014746,0.037513
0.620000,0.066625,0.066101,0.002389,0.060008,0.048516,0.052458,0.012201,0.000046,0.000415,0.007830,0.007651,0.006976,0.004673,0.004673,0.014336,0.001092,0.012087,0.012389,0.025423,0.042560,0.043751,0.015382,0.039037
0.640000,0.069426,0.068879,0.002488,0.062366,0.050485,0.054610,0.012649,0.000048,0.000429,0.008136,0.007959,0.007238,0.004851,0.004848,0.014880,0.001133,0.012571,0.012868,0.026457,0.044311,0.045552,0.016027,0.040582
0.660000,0.072249,0.071687,0.002587,0.064752,0.052482,0.056794,0.013101,0.000049,0.000444,0.008444,0.008269,0.007503,0.005032,0.005024,0.015430,0.001174,0.013062,0.013352,0.027507,0.046081,0.047372,0.016680,0.042147
0.680000,0.075092,0.074522,0.002688,0.067169,0.054507,0.059012,0.013556,0.000051,0.000458,0.008754,0.008583,0.007770,0.005214,0.005202,0.015984,0.001215,0.013558,0.013841,0.028571,0.047869,0.049209,0.017341,0.043732
0.700000,0.077949,0.077381,0.002789,0.069615,0.056562,0.061263,0.014015,0.000052,0.000472,0.009065,0.008900,0.008039,0.005397,0.005382,0.016544,0.001257,0.014060,0.014336,0.029652,0.049673,0.051064,0.018009,0.045339
0.720000,0.080816,0.080262,0.002891,0.072092,0.058647,0.063547,0.014477,0.000054,0.000487,0.009377,0.009219,0.008310,0.005583,0.005563,0.017109,0.001300,0.014569,0.014836,0.030748,0.051491,0.052933,0.018685,0.046967
0.740000,0.083689,0.083161,0.002994,0.074599,0.060762,0.065867,0.014944,0.000056,0.000502,0.009690,0.009541,0.008583,0.005770,0.005746,0.017679,0.001343,0.015083,0.015342,0.031860,0.053323,0.054817,0.019368,0.048616
0.760000,0.086561,0.086075,0.003098,0.077136,0.062906,0.068221,0.015414,0.000057,0.000516,0.010004,0.009865,0.008858,0.005959,0.005931,0.018255,0.001386,0.015604,0.015854,0.032988,0.055167,0.056712,0.020058,0.050288
0.780000,0.089427,0.089000,0.003202,0.079705,0.065082,0.070610,0.015888,0.000059,0.000531,0.010317,0.010192,0.009136,0.006150,0.006118,0.018835,0.001429,0.016130,0.016371,0.034132,0.057022,0.058618,0.020754,0.051982
0.800000,0.092279,0.091932,0.003306,0.082305,0.067288,0.073035,0.016367,0.000061,0.000546,0.010630,0.010521,0.009415,0.006342,0.006306,0.019421,0.001473,0.016662,0.016894,0.035293,0.058884,0.060533,0.021456,0.053698
0.820000,0.095112,0.094866,0.003411,0.084937,0.069526,0.075496,0.016849,0.000062,0.000561,0.010942,0.010851,0.009697,0.006536,0.006496,0.020011,0.001518,0.017201,0.017423,0.036471,0.060752,0.062454,0.022162,0.055437
0.840000,0.097916,0.097797,0.003515,0.087601,0.071795,0.077994,0.017335,0.000064,0.000575,0.011253,0.011183,0.009980,0.006732,0.006687,0.020607,0.001562,0.017745,0.017958,0.037665,0.062625,0.064379,0.022874,0.057199
0.860000,0.100684,0.100720,0.003620,0.090298,0.074096,0.080528,0.017825,0.000066,0.000590,0.011562,0.011516,0.010265,0.006930,0.006881,0.021208,0.001608,0.018295,0.018499,0.038876,0.064500,0.066306,0.023590,0.058984
0.880000,0.103406,0.103629,0.003724,0.093027,0.076430,0.083100,0.018319,0.000067,0.000605,0.011869,0.011851,0.010552,0.007129,0.007076,0.021814,0.001653,0.018850,0.019046,0.040105,0.066373,0.068232,0.024309,0.060794
0.900000,0.106072,0.106518,0.003829,0.095789,0.078797,0.085710,0.018817,0.000069,0.000621,0.012173,0.012186,0.010841,0.007330,0.007273,0.022425,0.001699,0.019412,0.019598,0.041351,0.068243,0.070154,0.025030,0.062627
0.920000,0.108672,0.109380,0.003932,0.098584,0.081196,0.088358,0.019319,0.000071,0.000636,0.012473,0.012521,0.011132,0.007533,0.007472,0.023040,0.001746,0.019978,0.020157,0.042615,0.070107,0.072070,0.025754,0.064484
0.940000,0.111193,0.112207,0.004035,0.101413,0.083630,0.091044,0.019826,0.000072,0.000651,0.012770,0.012857,0.011424,0.007738,0.007672,0.023661,0.001793,0.020551,0.020722,0.043897,0.071961,0.073976,0.026478,0.066366
0.960000,0.113624,0.114993,0.004136,0.104276,0.086097,0.093770,0.020337,0.000074,0.000666,0.013061,0.013192,0.011718,0.007944,0.007875,0.024286,0.001840,0.021129,0.021293,0.045197,0.073802,0.075868,0.027203,0.068274
0.980000,0.115950,0.117728,0.004237,0.107173,0.088598,0.096536,0.020851,0.000076,0.000681,0.013348,0.013526,0.012014,0.008152,0.008079,0.024917,0.001888,0.021711,0.021871,0.046515,0.075626,0.077743,0.027927,0.070206
1.000000,0.118157,0.120403,0.004336,0.110105,0.091134,0.099342,0.021370,0.000077,0.000697,0.013628,0.013860,0.012311,0.008362,0.008285,0.025552,0.001936,0.022300,0.022455,0.047851,0.077429,0.079597,0.028649,0.072164
