event_ID,P_NS,P_REM
7480,0.077,0.0
7481,0.9885,0.9847
7482,0.9885,0.9847
7483,0.9885,0.9847
7484,0.9885,0.9847
7485,0.9885,0.9847
7486,0.9859,0.2927
7487,0.9866,0.4039
7488,0.0123,0.0
7489,0.032,0.0
7490,0.0364,0.0
7491,0.032,0.0
7492,0.077,0.0
7493,0.9885,0.9847
7494,0.9879,0.9391
7495,0.9861,0.5229
7496,0.9885,0.9847
7497,0.9885,0.9847
7498,0.9885,0.9847
7499,0.9885,0.9847
7500,0.9885,0.9847
7501,0.9885,0.9847
7502,0.9885,0.9847
7503,0.9885,0.9847
7504,0.9885,0.9847
7505,0.5766,0.0
7506,0.6016,0.0
7507,0.8266,0.0
7508,0.0123,0.0
7509,0.0321,0.0
7510,0.0123,0.0
7511,0.0123,0.0
7512,0.0432,0.0
7513,0.9885,0.9847
7514,0.9858,0.3582
7515,0.9885,0.9847
7516,0.9885,0.9847
7517,0.9885,0.9847
7518,0.9865,0.8576
7519,0.9885,0.9847
7520,0.9885,0.9847
7521,0.9883,0.9795
7522,0.9885,0.9847
7523,0.9885,0.9847
7524,0.9885,0.9847
7525,0.9885,0.9847
7526,0.9885,0.9847
7527,0.9885,0.9847
7528,0.9885,0.9847
7529,0.0123,0.0
7530,0.0123,0.0
7531,0.0123,0.0
7532,0.0123,0.0
7533,0.0144,0.0
7534,0.0123,0.0
7535,0.0187,0.0
7536,0.0123,0.0
7537,0.0435,0.0
7538,0.6804,0.0
7539,0.3703,0.0
7540,0.9877,0.8693
7541,0.9885,0.9847
7542,0.9883,0.9677
7543,0.9885,0.9847
7544,0.9885,0.9847
7545,0.9883,0.9677
7546,0.9885,0.9847
7547,0.0124,0.0
7548,0.0123,0.0
7549,0.0337,0.0
7550,0.0181,0.0
7551,0.0124,0.0
7552,0.0123,0.0
7553,0.0181,0.0
7554,0.0124,0.0
7555,0.0123,0.0
7556,0.0123,0.0
7557,0.0433,0.0
7558,0.0124,0.0
7559,0.6788,0.0
7560,0.4488,0.0
7561,0.0537,0.0
7562,0.014,0.0
7563,0.0123,0.0
7564,0.0123,0.0
7565,0.0181,0.0
7566,0.0709,0.0
7567,0.0123,0.0
7568,0.0322,0.0
7569,0.0433,0.0
7570,0.0136,0.0
7571,0.0123,0.0
7572,0.0409,0.0
7573,0.0132,0.0
7574,0.0409,0.0
7575,0.0409,0.0
7576,0.9816,0.0
7577,0.9885,0.9847
7578,0.9885,0.9847
7579,0.9885,0.9847
7580,0.9885,0.9847
7581,0.9885,0.9847
7582,0.9885,0.9847
7583,0.9885,0.9847
7584,0.0233,0.0
7585,0.9868,0.9281
7586,0.9871,0.8872
7587,0.9885,0.9847
7588,0.9885,0.9847
7589,0.9885,0.9847
7590,0.9885,0.9847
7591,0.9885,0.9847
7592,0.9885,0.9847
7593,0.9885,0.9847
7594,0.9885,0.9847
7595,0.9885,0.9847
7596,0.0123,0.0
7597,0.0123,0.0
7598,0.0123,0.0
7599,0.0431,0.0
7600,0.0123,0.0
7601,0.0321,0.0
7602,0.0321,0.0
7603,0.9885,0.9847
7604,0.9885,0.9847
7605,0.9885,0.9847
7606,0.9885,0.9847
7607,0.9885,0.9847
7608,0.9885,0.9847
7609,0.9885,0.9847
7610,0.077,0.0
7611,0.0123,0.0
7612,0.0364,0.0
7613,0.9855,0.1081
7614,0.9864,0.4366
7615,0.9855,0.1325
7616,0.9873,0.0322
7617,0.9874,0.1954
7618,0.0123,0.0
7619,0.032,0.0
7620,0.0432,0.0
7621,0.0432,0.0
7622,0.0322,0.0
7623,0.0864,0.0
7624,0.9885,0.9847
7625,0.9885,0.9847
7626,0.0123,0.0
7627,0.0186,0.0
7628,0.032,0.0
7629,0.032,0.0
7630,0.077,0.0
7631,0.077,0.0
7632,0.077,0.0
7633,0.9885,0.9847
7634,0.9867,0.4964
7635,0.9885,0.9847
7636,0.9884,0.9831
7637,0.9885,0.9847
7638,0.9885,0.9847
7639,0.9885,0.9847
7640,0.9885,0.9847
7641,0.9885,0.9847
7642,0.9885,0.9847
7643,0.9885,0.9847
7644,0.9885,0.9847
7645,0.9885,0.9847
7646,0.9885,0.9847
7647,0.9885,0.9847
7648,0.9885,0.9847
7649,0.9885,0.9847
7650,0.0123,0.0
7651,0.0537,0.0
7652,0.0537,0.0
7653,0.0123,0.0
7654,0.0123,0.0
7655,0.0123,0.0
7656,0.0123,0.0
7657,0.0123,0.0
7658,0.0364,0.0
7659,0.0537,0.0
7660,0.0123,0.0
7661,0.0123,0.0
7662,0.9885,0.0
7663,0.9885,0.0
7664,0.9885,0.0
7665,0.9885,0.0
7666,0.8287,0.0019
7667,0.9885,0.0
7668,0.0136,0.0
7669,0.6473,0.0
7670,0.876,0.0
7671,0.7378,0.0
7672,0.0123,0.0
7673,0.4559,0.0006
7674,0.0136,0.0
7675,0.0123,0.0
7676,0.0125,0.0
7677,0.0135,0.0
7678,0.9871,0.0505
7679,0.9872,0.0436
7680,0.9885,0.9847
7681,0.0537,0.0
7682,0.9885,0.9847
7683,0.9885,0.9847
7684,0.9885,0.9847
7685,0.9885,0.9847
7686,0.9885,0.9847
7687,0.9885,0.9847
7688,0.9885,0.9847
7689,0.9885,0.9847
7690,0.9885,0.9847
7691,0.9885,0.9847
7692,0.9885,0.9847
7693,0.9885,0.9847
7694,0.9885,0.9847
7695,0.9885,0.9847
7696,0.9885,0.9847
7697,0.9885,0.9847
7698,0.9885,0.9847
7699,0.9885,0.0
7700,0.9885,0.0
7701,0.9883,0.0004
7702,0.9885,0.0
7703,0.9885,0.0
7704,0.9885,0.0
7705,0.9885,0.0
7706,0.9885,0.0
7707,0.9885,0.0
7708,0.9885,0.0
7709,0.9885,0.0
7710,0.9885,0.9847
7711,0.9885,0.9847
7712,0.9885,0.9847
7713,0.9885,0.9847
7714,0.9885,0.9847
7715,0.9885,0.9847
7716,0.9885,0.9847
7717,0.9885,0.9847
7718,0.9885,0.9847
7719,0.9885,0.9847
7720,0.9885,0.9847
7721,0.9885,0.9847
7722,0.9885,0.9847
7723,0.9867,0.5349
7724,0.9885,0.9847
7725,0.9885,0.9847
7726,0.9885,0.9847
7727,0.9885,0.9847
7728,0.9885,0.9847
7729,0.4228,0.0
7730,0.5348,0.0
7731,0.9885,0.0
7732,0.5671,0.0
7733,0.9885,0.0
7734,0.4648,0.0
7735,0.401,0.0
7736,0.0123,0.0
7737,0.0123,0.0
7738,0.0124,0.0
7739,0.1302,0.0
7740,0.0123,0.0
7741,0.0123,0.0
7742,0.5657,0.0
7743,0.0123,0.0
7744,0.0432,0.0
7745,0.9885,0.9847
7746,0.9885,0.9847
7747,0.9885,0.9847
7748,0.0123,0.0
7749,0.0337,0.0
7750,0.0123,0.0
7751,0.0123,0.0
7752,0.0124,0.0
7753,0.0123,0.0
7754,0.0123,0.0
7755,0.0123,0.0
7756,0.032,0.0
7757,0.0123,0.0
7758,0.0433,0.0
7759,0.0123,0.0
7760,0.0123,0.0
7761,0.9885,0.9847
7762,0.9883,0.9751
7763,0.9885,0.9847
7764,0.9885,0.9847
7765,0.9885,0.9847
7766,0.9885,0.9847
7767,0.9885,0.9847
7768,0.0123,0.0
7769,0.9885,0.9847
7770,0.9885,0.9847
7771,0.0409,0.0
7772,0.9294,0.0215
7773,0.9885,0.0
7774,0.9885,0.0
7775,0.9885,0.0
7776,0.0123,0.0
7777,0.0829,0.0
7778,0.0123,0.0
7779,0.9885,0.9847
7780,0.9885,0.9847
7781,0.9885,0.9847
7782,0.0781,0.0
7783,0.0167,0.0
7784,0.0123,0.0
7785,0.0123,0.0
7786,0.0123,0.0
7787,0.0145,0.0
7788,0.0123,0.0
7789,0.0123,0.0
7790,0.0123,0.0
7791,0.068,0.0
7792,0.0807,0.0
7793,0.5823,0.0
7794,0.0123,0.0
7795,0.0123,0.0
7796,0.0123,0.0
7797,0.0123,0.0
7798,0.0123,0.0
7799,0.0127,0.0
7800,0.0141,0.0
7801,0.0123,0.0
7802,0.0123,0.0
7803,0.0123,0.0
7804,0.9853,0.0247
7805,0.9294,0.0011
7806,0.3551,0.0019
7807,0.9885,0.0
7808,0.2377,0.0077
7809,0.1645,0.0
7810,0.774,0.0
7811,0.0126,0.0
7812,0.0434,0.0
7813,0.0124,0.0
7814,0.0125,0.0
7815,0.0124,0.0
7816,0.0123,0.0
7817,0.0123,0.0
7818,0.0409,0.0
7819,0.9885,0.9847
7820,0.987,0.8214
7821,0.9885,0.9847
7822,0.9885,0.9847
7823,0.9885,0.9847
7824,0.9885,0.9847
7825,0.0123,0.0
7826,0.0123,0.0
7827,0.9885,0.9847
7828,0.9885,0.9847
7829,0.9877,0.8683
7830,0.9885,0.9847
7831,0.9885,0.9847
7832,0.9885,0.9847
7833,0.9885,0.9847
7834,0.9885,0.9847
7835,0.9885,0.9847
7836,0.9885,0.9847
7837,0.9885,0.9847
7838,0.9885,0.9847
7839,0.9885,0.9847
7840,0.0163,0.0
7841,0.031,0.0
7842,0.9885,0.9847
7843,0.9885,0.9847
7844,0.9885,0.9847
7845,0.9885,0.9847
7846,0.9885,0.9847
7847,0.0123,0.0
7848,0.0123,0.0
7849,0.0123,0.0
7850,0.0123,0.0
7851,0.0124,0.0
7852,0.0123,0.0
7853,0.9885,0.9847
7854,0.9865,0.6953
7855,0.9879,0.9022
7856,0.0123,0.0
7857,0.0537,0.0
7858,0.0123,0.0
7859,0.0123,0.0
7860,0.5361,0.3634
7861,0.537,0.2184
7862,0.9854,0.4686
7863,0.9854,0.9163
7864,0.717,0.6223
7865,0.9294,0.626
7866,0.9133,0.2014
7867,0.9857,0.4368
7868,0.9885,0.9847
7869,0.9867,0.6554
7870,0.0124,0.0
7871,0.0123,0.0
7872,0.1636,0.0
7873,0.0123,0.0
7874,0.0123,0.0
7875,0.2547,0.0
7876,0.0123,0.0
7877,0.9885,0.9847
7878,0.9885,0.9847
7879,0.9885,0.9847
7880,0.9885,0.9847
7881,0.9885,0.9847
7882,0.9885,0.9847
7883,0.9885,0.9847
7884,0.9878,0.9279
7885,0.9885,0.9847
7886,0.9885,0.9847
7887,0.9885,0.9847
7888,0.9885,0.9847
7889,0.9885,0.9847
7890,0.0604,0.0
7891,0.0123,0.0
7892,0.0475,0.0
7893,0.0124,0.0
7894,0.0123,0.0
7895,0.1811,0.0
7896,0.0123,0.0
7897,0.9874,0.0484
7898,0.9883,0.0005
7899,0.9882,0.0041
7900,0.9885,0.0006
7901,0.9882,0.0034
7902,0.9883,0.0003
7903,0.9884,0.0007
7904,0.1584,0.0
7905,0.0172,0.0
7906,0.1666,0.0
7907,0.0475,0.0
7908,0.1075,0.0
7909,0.0123,0.0
7910,0.0123,0.0
7911,0.014,0.0
7912,0.0364,0.0
7913,0.0432,0.0
7914,0.0537,0.0
7915,0.0539,0.0
7916,0.3137,0.0
7917,0.0123,0.0
7918,0.0714,0.0
7919,0.1383,0.0
7920,0.0123,0.0
7921,0.0123,0.0
7922,0.0123,0.0
7923,0.0123,0.0
7924,0.0124,0.0
7925,0.0123,0.0
7926,0.3336,0.0
7927,0.9885,0.0
7928,0.9885,0.0
7929,0.9885,0.0
7930,0.9858,0.8942
7931,0.9885,0.9847
7932,0.9885,0.9847
7933,0.9876,0.0829
7934,0.9871,0.0308
7935,0.9871,0.0768
7936,0.9539,0.0064
7937,0.9875,0.0278
7938,0.9869,0.0425
7939,0.0123,0.0
7940,0.032,0.0
7941,0.0364,0.0
7942,0.0241,0.0
7943,0.0123,0.0
7944,0.0432,0.0
7945,0.0709,0.0
7946,0.014,0.0
7947,0.0123,0.0
7948,0.0123,0.0
7949,0.0123,0.0
7950,0.9885,0.9847
7951,0.9885,0.9847
7952,0.9885,0.9847
7953,0.9885,0.9847
7954,0.9885,0.9847
7955,0.9885,0.9847
7956,0.9885,0.9847
7957,0.9885,0.0
7958,0.8998,0.0019
7959,0.4586,0.0
7960,0.9885,0.0
7961,0.9885,0.0
7962,0.9885,0.9847
7963,0.9883,0.9751
7964,0.9885,0.9847
7965,0.9885,0.9847
7966,0.9885,0.9847
7967,0.9885,0.9847
7968,0.9885,0.9847
7969,0.9885,0.9847
7970,0.9885,0.9847
7971,0.9885,0.9847
7972,0.9885,0.9847
7973,0.9885,0.9847
7974,0.9885,0.9847
7975,0.0123,0.0
7976,0.0123,0.0
7977,0.0123,0.0
7978,0.0123,0.0
7979,0.0123,0.0
7980,0.0123,0.0
7981,0.0123,0.0
7982,0.9885,0.9847
7983,0.9869,0.9457
7984,0.9885,0.9847
7985,0.9885,0.9847
7986,0.9885,0.9847
7987,0.9885,0.9847
7988,0.9885,0.9847
7989,0.9885,0.9847
7990,0.9885,0.9847
7991,0.0473,0.0
7992,0.1331,0.0
7993,0.0123,0.0
7994,0.0124,0.0
7995,0.0123,0.0
7996,0.0246,0.0
7997,0.0123,0.0
7998,0.099,0.0
7999,0.0135,0.0
8000,0.0123,0.0
8001,0.0123,0.0
8002,0.9885,0.0
8003,0.9885,0.0
8004,0.9885,0.0
8005,0.9885,0.9847
8006,0.9885,0.9847
8007,0.9885,0.9847
8008,0.9885,0.9847
8009,0.9885,0.9847
8010,0.9885,0.9847
8011,0.9885,0.9847
8012,0.9885,0.9847
8013,0.9885,0.9847
8014,0.9885,0.9847
8015,0.9885,0.9847
8016,0.9885,0.9847
8017,0.9885,0.9847
8018,0.9885,0.9847
8019,0.9885,0.9847
8020,0.9885,0.9847
8021,0.9885,0.9847
8022,0.9885,0.9847
8023,0.0123,0.0
8024,0.0123,0.0
8025,0.0123,0.0
8026,0.0123,0.0
8027,0.0583,0.0
8028,0.0123,0.0
8029,0.0123,0.0
8030,0.0123,0.0
8031,0.0241,0.0
8032,0.032,0.0
8033,0.0431,0.0
8034,0.0708,0.0
8035,0.077,0.0
8036,0.9885,0.9847
8037,0.9885,0.9847
8038,0.9885,0.9847
8039,0.0584,0.0
8040,0.5786,0.0
8041,0.0183,0.0
8042,0.0322,0.0
8043,0.0183,0.0
8044,0.0183,0.0
8045,0.2923,0.0
8046,0.0123,0.0
8047,0.2547,0.0
8048,0.0337,0.0
8049,0.9885,0.9847
8050,0.9869,0.8311
8051,0.9885,0.9847
8052,0.9885,0.9847
8053,0.9885,0.9847
8054,0.9885,0.9847
8055,0.9885,0.9847
8056,0.9885,0.9847
8057,0.0491,0.0
8058,0.1131,0.0
8059,0.0943,0.0
8060,0.1326,0.0
8061,0.0123,0.0
8062,0.676,0.0
8063,0.0123,0.0
8064,0.2217,0.0
8065,0.2416,0.0
8066,0.2509,0.0
8067,0.0123,0.0
8068,0.0123,0.0
8069,0.0123,0.0
8070,0.0123,0.0
8071,0.0123,0.0
8072,0.0583,0.0
8073,0.0181,0.0
8074,0.0364,0.0
8075,0.0123,0.0
8076,0.0322,0.0
8077,0.0881,0.0
8078,0.0124,0.0
8079,0.02,0.0
8080,0.9884,0.9828
8081,0.9885,0.9847
8082,0.9854,0.8527
8083,0.9854,0.8527
8084,0.9885,0.9847
8085,0.9885,0.9847
8086,0.9885,0.9847
8087,0.9866,0.7065
8088,0.9868,0.9534
8089,0.9864,0.7458
8090,0.9885,0.9847
8091,0.9885,0.9847
8092,0.9885,0.9847
8093,0.9885,0.9847
8094,0.9885,0.9847
8095,0.9883,0.9831
8096,0.9885,0.9847
8097,0.9883,0.9751
8098,0.9885,0.9847
8099,0.9885,0.9847
8100,0.9885,0.9847
8101,0.9885,0.9847
8102,0.9881,0.0025
8103,0.9881,0.0103
8104,0.9874,0.0126
8105,0.9885,0.0
8106,0.9874,0.0241
8107,0.986,0.0498
8108,0.988,0.0094
8109,0.9853,0.0046
8110,0.0123,0.0
8111,0.0364,0.0
8112,0.0123,0.0
8113,0.9863,0.6126
8114,0.9885,0.9847
8115,0.9885,0.9847
8116,0.0123,0.0
8117,0.0123,0.0
8118,0.0364,0.0
8119,0.0123,0.0
8120,0.0123,0.0
8121,0.0136,0.0
8122,0.6204,0.0
8123,0.3734,0.0
8124,0.6631,0.0
8125,0.7194,0.0
8126,0.1385,0.0
8127,0.9265,0.0
8128,0.4849,0.0
8129,0.5554,0.0
8130,0.032,0.0
8131,0.0124,0.0
8132,0.134,0.0
8133,0.0412,0.0
8134,0.032,0.0
8135,0.3211,0.0
8136,0.9885,0.9847
8137,0.9885,0.9847
8138,0.9885,0.9847
8139,0.9885,0.9847
8140,0.9885,0.9847
8141,0.9885,0.9847
8142,0.9885,0.9847
8143,0.0188,0.0
8144,0.0123,0.0
8145,0.0123,0.0
8146,0.0123,0.0
8147,0.0241,0.0
8148,0.0131,0.0
8149,0.0123,0.0
8150,0.0136,0.0
8151,0.0159,0.0
8152,0.0123,0.0
8153,0.0123,0.0
8154,0.0123,0.0
8155,0.0123,0.0
8156,0.9885,0.9847
8157,0.9885,0.9847
8158,0.9885,0.9847
8159,0.9885,0.9847
8160,0.9885,0.9847
8161,0.9885,0.9847
8162,0.0123,0.0
8163,0.0123,0.0
8164,0.0123,0.0
8165,0.0123,0.0
8166,0.0123,0.0
8167,0.0123,0.0
8168,0.9885,0.9847
8169,0.9885,0.9847
8170,0.9885,0.9847
8171,0.9885,0.9847
8172,0.9885,0.9847
8173,0.9885,0.9847
8174,0.0123,0.0
8175,0.0123,0.0
8176,0.0123,0.0
8177,0.0124,0.0
8178,0.0123,0.0
8179,0.0123,0.0
8180,0.0123,0.0
8181,0.0123,0.0
8182,0.0123,0.0
8183,0.0123,0.0
8184,0.0123,0.0
8185,0.0123,0.0
8186,0.0521,0.0
8187,0.0409,0.0
8188,0.0432,0.0
8189,0.0576,0.0
8190,0.0234,0.0
8191,0.0409,0.0
8192,0.2346,0.0
8193,0.4104,0.0
8194,0.2461,0.0
8195,0.0123,0.0
8196,0.0123,0.0
8197,0.0123,0.0
8198,0.0123,0.0
8199,0.9885,0.0
8200,0.9885,0.0
8201,0.9885,0.0
8202,0.9885,0.9847
8203,0.9885,0.9847
8204,0.9885,0.9847
8205,0.032,0.0
8206,0.1583,0.0
8207,0.9861,0.2276
8208,0.9883,0.9795
8209,0.9885,0.9847
8210,0.9885,0.9847
8211,0.9864,0.4085
8212,0.9868,0.9522
8213,0.9885,0.9847
8214,0.9885,0.9847
8215,0.9885,0.9847
8216,0.9857,0.2145
8217,0.9885,0.9847
8218,0.9885,0.9847
8219,0.9885,0.9847
8220,0.7199,0.0
8221,0.7376,0.0
8222,0.9885,0.9847
8223,0.9885,0.9847
8224,0.9885,0.9847
8225,0.9885,0.9847
8226,0.9885,0.9847
8227,0.9884,0.0019
8228,0.988,0.0066
8229,0.9885,0.9847
8230,0.9885,0.9847
8231,0.9885,0.9847
8232,0.9885,0.9847
8233,0.9885,0.9847
8234,0.0123,0.0
8235,0.0123,0.0
8236,0.1583,0.0
8237,0.0123,0.0
8238,0.0123,0.0
8239,0.0123,0.0
8240,0.1483,0.0
8241,0.3749,0.0
8242,0.0123,0.0
8243,0.0123,0.0
8244,0.0123,0.0
8245,0.2957,0.0
8246,0.0123,0.0
8247,0.0318,0.0
8248,0.5959,0.0
8249,0.3443,0.0
8250,0.0123,0.0
8251,0.0123,0.0
8252,0.0123,0.0
8253,0.0123,0.0
8254,0.0123,0.0
8255,0.0123,0.0
8256,0.9885,0.9847
8257,0.9885,0.9847
8258,0.9885,0.9847
8259,0.9885,0.9847
8260,0.9885,0.9847
8261,0.9885,0.9847
8262,0.9856,0.1079
8263,0.9856,0.0376
8264,0.9469,0.0144
8265,0.9869,0.031
8266,0.9869,0.0118
8267,0.9853,0.0051
8268,0.9853,0.0063
8269,0.9885,0.0
8270,0.9885,0.0
8271,0.0126,0.0
8272,0.9297,0.0
8273,0.402,0.0
8274,0.9881,0.0013
8275,0.9853,0.0017
8276,0.9881,0.0098
8277,0.014,0.0
8278,0.0175,0.0
8279,0.0123,0.0
8280,0.5033,0.0
8281,0.0123,0.0
8282,0.0181,0.0
8283,0.9885,0.9847
8284,0.9885,0.9847
8285,0.9885,0.9847
8286,0.9885,0.9847
8287,0.9885,0.9847
8288,0.9885,0.9847
8289,0.9877,0.8276
8290,0.9853,0.0987
8291,0.9858,0.4366
8292,0.9858,0.2245
8293,0.9864,0.3541
8294,0.9866,0.1415
8295,0.9885,0.9847
8296,0.9885,0.9847
8297,0.9885,0.9847
8298,0.9885,0.9847
8299,0.0123,0.0
8300,0.3469,0.0
8301,0.0123,0.0
8302,0.0123,0.0
8303,0.0123,0.0
8304,0.0123,0.0
8305,0.0364,0.0
8306,0.0123,0.0
8307,0.9884,0.9819
8308,0.9885,0.9847
8309,0.9869,0.8187
8310,0.9885,0.9847
8311,0.9883,0.9795
8312,0.9885,0.9847
8313,0.9878,0.9529
8314,0.9867,0.5287
8315,0.9885,0.9847
8316,0.9885,0.9847
8317,0.9885,0.9847
8318,0.9885,0.9847
8319,0.9885,0.9847
8320,0.9885,0.9847
8321,0.9885,0.0
8322,0.9885,0.0
8323,0.9885,0.0
8324,0.9885,0.0
8325,0.9885,0.0
8326,0.9885,0.0
8327,0.9885,0.0
8328,0.9885,0.0
8329,0.9885,0.0
8330,0.9885,0.9847
8331,0.9885,0.9847
8332,0.9885,0.9847
8333,0.9885,0.9847
8334,0.9885,0.9847
8335,0.9885,0.9847
8336,0.9885,0.9847
8337,0.9867,0.7634
8338,0.9885,0.9847
8339,0.9885,0.9847
8340,0.9885,0.9847
8341,0.9885,0.9847
8342,0.9885,0.9847
8343,0.9885,0.9847
8344,0.9885,0.9847
8345,0.9885,0.9847
8346,0.9885,0.9847
8347,0.9885,0.9847
8348,0.9885,0.9847
8349,0.9885,0.9847
8350,0.9885,0.9847
8351,0.0537,0.0
8352,0.0537,0.0
8353,0.0537,0.0
8354,0.0537,0.0
8355,0.0123,0.0
8356,0.0431,0.0
8357,0.0364,0.0
8358,0.0432,0.0
8359,0.0364,0.0
8360,0.0123,0.0
8361,0.0123,0.0
8362,0.0123,0.0
8363,0.0123,0.0
8364,0.9885,0.9847
8365,0.9868,0.8663
8366,0.9865,0.3868
8367,0.9884,0.98
8368,0.9883,0.9795
8369,0.9863,0.2579
8370,0.9885,0.9847
8371,0.9885,0.9847
8372,0.9885,0.9847
8373,0.9885,0.9847
8374,0.9885,0.9847
8375,0.9885,0.9847
8376,0.9885,0.9847
8377,0.9885,0.9847
8378,0.9853,0.0836
8379,0.9853,0.0664
8380,0.986,0.2544
8381,0.9869,0.1164
8382,0.9853,0.0836
8383,0.9853,0.0406
8384,0.9853,0.1774
8385,0.9869,0.0454
8386,0.9853,0.2979
8387,0.9853,0.4561
8388,0.9859,0.0988
8389,0.9853,0.1969
8390,0.9883,0.9751
8391,0.9866,0.8622
8392,0.9883,0.9357
8393,0.9885,0.9847
8394,0.9885,0.9847
8395,0.9885,0.9847
8396,0.0537,0.0
8397,0.0522,0.0
8398,0.0537,0.0
8399,0.0123,0.0
8400,0.0123,0.0
8401,0.0123,0.0
8402,0.987,0.0443
8403,0.9874,0.0117
8404,0.9873,0.0147
8405,0.9867,0.0286
8406,0.9858,0.4408
8407,0.9859,0.3998
8408,0.9867,0.1803
8409,0.9883,0.9795
8410,0.9873,0.0329
8411,0.9874,0.0057
8412,0.9484,0.0
8413,0.9885,0.9847
8414,0.9885,0.9847
8415,0.9885,0.9847
8416,0.9885,0.0
8417,0.9885,0.0
8418,0.9885,0.0
8419,0.9885,0.9847
8420,0.9885,0.9847
8421,0.9885,0.9847
8422,0.9883,0.9795
8423,0.9885,0.9847
8424,0.988,0.0182
8425,0.9883,0.0041
8426,0.9884,0.0043
8427,0.988,0.0045
8428,0.988,0.0152
8429,0.9881,0.0104
8430,0.0123,0.0
8431,0.0123,0.0
8432,0.0123,0.0
8433,0.0123,0.0
8434,0.9885,0.0
8435,0.9882,0.0009
8436,0.9885,0.0
8437,0.9885,0.0
8438,0.9885,0.0
8439,0.9885,0.0
8440,0.9885,0.0
8441,0.9885,0.0
8442,0.9885,0.0
8443,0.0125,0.0
8444,0.0124,0.0
8445,0.0123,0.0
8446,0.0123,0.0
8447,0.0337,0.0
8448,0.0432,0.0
8449,0.0123,0.0
8450,0.0123,0.0
8451,0.0123,0.0
8452,0.9885,0.9847
8453,0.9867,0.6617
8454,0.9885,0.9847
8455,0.9885,0.9847
8456,0.9885,0.9847
8457,0.9885,0.9847
8458,0.9885,0.9847
8459,0.9885,0.9847
8460,0.9885,0.9847
8461,0.0537,0.0
8462,0.0537,0.0
8463,0.0123,0.0
8464,0.0123,0.0
8465,0.9885,0.9847
8466,0.9885,0.9847
8467,0.9885,0.9847
8468,0.9883,0.9265
8469,0.9871,0.8139
8470,0.9885,0.9847
8471,0.988,0.0009
8472,0.9874,0.0027
8473,0.9861,0.0062
8474,0.988,0.0014
8475,0.9885,0.0
8476,0.9868,0.9469
8477,0.9885,0.9847
8478,0.9885,0.9847
8479,0.9885,0.9847
8480,0.9885,0.9847
8481,0.5289,0.001
8482,0.9885,0.0003
8483,0.0163,0.0
8484,0.0454,0.0
8485,0.02,0.0
8486,0.0123,0.0
8487,0.2544,0.0
8488,0.02,0.0
8489,0.0163,0.0
8490,0.0123,0.0
8491,0.0123,0.0
8492,0.0123,0.0
8493,0.9885,0.9847
8494,0.1889,0.0
8495,0.0123,0.0
8496,0.3594,0.0
8497,0.0123,0.0
8498,0.0123,0.0
8499,0.9885,0.9847
8500,0.9885,0.9847
8501,0.9885,0.9847
8502,0.9885,0.9847
8503,0.9885,0.9847
8504,0.9885,0.9847
8505,0.9885,0.9847
8506,0.9885,0.9847
8507,0.9885,0.9847
8508,0.9885,0.9847
8509,0.9885,0.9847
8510,0.9885,0.9847
8511,0.9885,0.9847
8512,0.5663,0.0076
8513,0.4617,0.0012
8514,0.3986,0.115
8515,0.2562,0.0025
8516,0.2568,0.0007
8517,0.3922,0.0
8518,0.552,0.0
8519,0.9885,0.0
8520,0.469,0.0
8521,0.4563,0.0
8522,0.9871,0.0294
8523,0.9871,0.0082
8524,0.988,0.0066
8525,0.9883,0.0025
8526,0.9874,0.1442
8527,0.0123,0.0
8528,0.9885,0.9847
8529,0.9885,0.9847
8530,0.9885,0.9847
8531,0.9885,0.9847
8532,0.9885,0.9847
8533,0.9885,0.9847
8534,0.9885,0.9847
8535,0.9885,0.9847
8536,0.9877,0.9089
8537,0.9869,0.7912
8538,0.9869,0.8879
8539,0.9885,0.9847
8540,0.9885,0.9847
8541,0.9885,0.9847
8542,0.9885,0.9847
8543,0.9885,0.9847
8544,0.9885,0.9847
8545,0.9885,0.9847
8546,0.9885,0.9847
8547,0.9885,0.9847
8548,0.9885,0.9847
8549,0.0123,0.0
8550,0.9508,0.0
8551,0.6548,0.0
8552,0.9885,0.9847
8553,0.9885,0.9847
8554,0.9885,0.9847
8555,0.9885,0.9847
8556,0.9885,0.9847
8557,0.9885,0.9847
8558,0.9883,0.9534
8559,0.9885,0.9847
8560,0.9885,0.9847
8561,0.9885,0.9847
8562,0.9885,0.9847
8563,0.9885,0.9847
8564,0.9885,0.9847
8565,0.9882,0.0043
8566,0.988,0.0162
8567,0.9885,0.9847
8568,0.9885,0.0
8569,0.9885,0.9847
8570,0.0123,0.0
8571,0.9885,0.9847
8572,0.9885,0.9847
8573,0.9885,0.9847
8574,0.9885,0.9847
8575,0.9885,0.9847
8576,0.0123,0.0
8577,0.9885,0.9847
8578,0.9885,0.9847
8579,0.9885,0.9847
8580,0.9885,0.9847
8581,0.9885,0.9847
8582,0.9885,0.9847
8583,0.9874,0.0344
8584,0.9855,0.048
8585,0.3283,0.0
8586,0.9318,0.0
8587,0.6205,0.0
8588,0.3405,0.0
8589,0.7009,0.0
8590,0.7171,0.0
8591,0.6458,0.0
8592,0.5843,0.0
8593,0.5652,0.0
8594,0.4019,0.0
8595,0.9864,0.5309
8596,0.9885,0.9847
8597,0.9885,0.9847
8598,0.9885,0.9847
8599,0.9885,0.9847
8600,0.9865,0.5852
