X1+X2,P_NS(APR4_EPP),P_NS(BHF_BBB2),P_NS(H4),P_NS(HQC18),P_NS(KDE0V),P_NS(KDE0V1),P_NS(MPA1),P_NS(MS1_PP),P_NS(MS1B_PP),P_NS(RS),P_NS(SK255),P_NS(SK272),P_NS(SKI2),P_NS(SKI3),P_NS(SKI4),P_NS(SKI5),P_NS(SKI6),P_NS(SKMP),P_NS(SKOP),P_NS(SLy),P_NS(SLY2),P_NS(SLY9),P_NS(SLY230A)
0.480000,0.050261,0.044356,0.001753,0.043603,0.035647,0.038426,0.009227,0.000033,0.000299,0.005221,0.005467,0.005192,0.003546,0.003599,0.010204,0.000857,0.008832,0.008539,0.019058,0.031839,0.033389,0.011534,0.028381
0.500000,0.052613,0.046677,0.001838,0.045757,0.037426,0.040361,0.009653,0.000035,0.000313,0.005533,0.005787,0.005458,0.003711,0.003764,0.010705,0.000896,0.009269,0.009047,0.019995,0.033364,0.034961,0.012097,0.029790
0.520000,0.054986,0.049041,0.001925,0.047941,0.039231,0.042325,0.010082,0.000036,0.000327,0.005853,0.006114,0.005727,0.003878,0.003930,0.011212,0.000934,0.009711,0.009566,0.020944,0.034906,0.036549,0.012666,0.031220
0.540000,0.057380,0.051448,0.002012,0.050154,0.041062,0.044319,0.010515,0.000038,0.000341,0.006179,0.006447,0.006000,0.004046,0.004098,0.011726,0.000973,0.010159,0.010096,0.021907,0.036464,0.038152,0.013242,0.032671
0.560000,0.059795,0.053899,0.002100,0.052398,0.042919,0.046344,0.010951,0.000039,0.000355,0.006513,0.006787,0.006275,0.004216,0.004267,0.012246,0.001012,0.010614,0.010638,0.022882,0.038041,0.039770,0.013826,0.034141
0.580000,0.062230,0.056395,0.002190,0.054672,0.044803,0.048399,0.011390,0.000041,0.000369,0.006852,0.007132,0.006553,0.004388,0.004437,0.012774,0.001052,0.011074,0.011190,0.023870,0.039634,0.041405,0.014417,0.035633
0.600000,0.064686,0.058937,0.002280,0.056978,0.046715,0.050486,0.011833,0.000042,0.000384,0.007198,0.007483,0.006833,0.004561,0.004608,0.013308,0.001092,0.011541,0.011752,0.024871,0.041246,0.043055,0.015015,0.037145
0.620000,0.067163,0.061524,0.002372,0.059314,0.048653,0.052603,0.012279,0.000044,0.000398,0.007549,0.007838,0.007115,0.004735,0.004780,0.013849,0.001131,0.012014,0.012322,0.025885,0.042875,0.044722,0.015621,0.038679
0.640000,0.069660,0.064158,0.002464,0.061682,0.050620,0.054753,0.012728,0.000046,0.000413,0.007905,0.008198,0.007400,0.004911,0.004954,0.014398,0.001172,0.012494,0.012901,0.026912,0.044522,0.046404,0.016234,0.040233
0.660000,0.072178,0.066840,0.002558,0.064082,0.052614,0.056935,0.013181,0.000047,0.000428,0.008265,0.008560,0.007685,0.005089,0.005128,0.014953,0.001212,0.012980,0.013487,0.027953,0.046187,0.048103,0.016855,0.041810
0.680000,0.074717,0.069570,0.002653,0.066514,0.054637,0.059149,0.013637,0.000049,0.000443,0.008628,0.008926,0.007973,0.005268,0.005304,0.015515,0.001253,0.013472,0.014078,0.029008,0.047871,0.049818,0.017484,0.043408
0.700000,0.077277,0.072349,0.002749,0.068979,0.056688,0.061396,0.014096,0.000051,0.000458,0.008993,0.009293,0.008261,0.005449,0.005481,0.016085,0.001293,0.013972,0.014674,0.030076,0.049573,0.051550,0.018120,0.045029
