X2,P_REM(APR4_EPP),P_REM(BHF_BBB2),P_REM(H4),P_REM(HQC18),P_REM(KDE0V),P_REM(KDE0V1),P_REM(MPA1),P_REM(MS1_PP),P_REM(MS1B_PP),P_REM(RS),P_REM(SK255),P_REM(SK272),P_REM(SKI2),P_REM(SKI3),P_REM(SKI4),P_REM(SKI5),P_REM(SKI6),P_REM(SKMP),P_REM(SKOP),P_REM(SLy),P_REM(SLY2),P_REM(SLY9),P_REM(SLY230A)
0.420000,0.225813,0.190774,0.198253,0.194938,0.192507,0.196695,0.213985,0.222585,0.215717,0.209354,0.196479,0.210508,0.201961,0.210424,0.207870,0.203087,0.193465,0.209622,0.193983,0.207698,0.207503,0.213095,0.197833
0.440000,0.241682,0.205372,0.213141,0.209698,0.207172,0.211523,0.229449,0.238347,0.231241,0.224653,0.211298,0.225848,0.216988,0.225761,0.223114,0.218156,0.208169,0.224930,0.208706,0.222936,0.222735,0.228527,0.212704
0.460000,0.258133,0.220630,0.228672,0.225110,0.222495,0.226999,0.245522,0.254696,0.247371,0.240571,0.226766,0.241805,0.232652,0.241715,0.238982,0.233859,0.223526,0.240857,0.224083,0.238798,0.238590,0.244571,0.228221
0.480000,0.275182,0.236574,0.244872,0.241198,0.238499,0.243146,0.262224,0.271653,0.264125,0.257130,0.242906,0.258401,0.248974,0.258308,0.255495,0.250218,0.239564,0.257425,0.240138,0.255305,0.255091,0.261246,0.244407
0.500000,0.292847,0.253229,0.261764,0.257986,0.255210,0.259990,0.279576,0.289236,0.281525,0.274352,0.259743,0.275655,0.265980,0.275560,0.272674,0.267257,0.256306,0.274654,0.256897,0.272480,0.272260,0.278573,0.261286
0.520000,0.311149,0.270623,0.279374,0.275502,0.272655,0.277556,0.297599,0.307464,0.299591,0.292259,0.277303,0.293592,0.283692,0.293494,0.290543,0.285000,0.273779,0.292568,0.274385,0.290344,0.290119,0.296575,0.278884
0.540000,0.330104,0.288785,0.297728,0.293772,0.290862,0.295871,0.316316,0.326357,0.318344,0.310874,0.295612,0.312233,0.302136,0.312134,0.309125,0.303470,0.292011,0.311189,0.292630,0.308922,0.308692,0.315272,0.297227
0.560000,0.349735,0.307742,0.316851,0.312824,0.309859,0.314961,0.335748,0.345937,0.337808,0.330222,0.314698,0.331602,0.321337,0.331501,0.328444,0.322695,0.311029,0.330542,0.311660,0.328238,0.328004,0.334689,0.316342
0.580000,0.370060,0.327525,0.336774,0.332686,0.329676,0.334855,0.355920,0.366223,0.358004,0.350326,0.334588,0.351723,0.341323,0.351621,0.348525,0.342700,0.330864,0.350650,0.331505,0.348316,0.348080,0.354848,0.336256
0.600000,0.391100,0.348166,0.357523,0.353389,0.350343,0.355583,0.376856,0.387237,0.378956,0.371212,0.355313,0.372622,0.362121,0.372519,0.369394,0.363512,0.351546,0.371539,0.352194,0.369184,0.368945,0.375774,0.357000
0.620000,0.412878,0.369696,0.379129,0.374963,0.371892,0.377174,0.398579,0.409003,0.400689,0.392906,0.376902,0.394324,0.383760,0.394220,0.391078,0.385160,0.373105,0.393235,0.373758,0.390866,0.390627,0.397492,0.378602
0.640000,0.435415,0.392149,0.401622,0.397440,0.394356,0.399660,0.421115,0.431542,0.423227,0.415435,0.399387,0.416855,0.406268,0.416752,0.413604,0.407672,0.395574,0.415765,0.396230,0.413392,0.413152,0.420028,0.401093
0.660000,0.458733,0.415560,0.425034,0.420853,0.417768,0.423073,0.444492,0.454879,0.446597,0.438828,0.422800,0.440244,0.429676,0.440141,0.437001,0.431078,0.418986,0.439156,0.419643,0.436789,0.436549,0.443408,0.424505
0.680000,0.482857,0.439964,0.449398,0.445236,0.442163,0.447446,0.468735,0.479038,0.470824,0.463111,0.447174,0.464518,0.454016,0.464415,0.461297,0.455410,0.443377,0.463438,0.444031,0.461086,0.460848,0.467659,0.448872
0.700000,0.507809,0.465398,0.474747,0.470624,0.467579,0.472814,0.493874,0.504043,0.495937,0.488316,0.472544,0.489707,0.479319,0.489605,0.486522,0.480699,0.468782,0.488638,0.469430,0.486314,0.486078,0.492810,0.474226
