X2,P_REM(APR4_EPP),P_REM(BHF_BBB2),P_REM(H4),P_REM(HQC18),P_REM(KDE0V),P_REM(KDE0V1),P_REM(MPA1),P_REM(MS1_PP),P_REM(MS1B_PP),P_REM(RS),P_REM(SK255),P_REM(SK272),P_REM(SKI2),P_REM(SKI3),P_REM(SKI4),P_REM(SKI5),P_REM(SKI6),P_REM(SKMP),P_REM(SKOP),P_REM(SLy),P_REM(SLY2),P_REM(SLY9),P_REM(SLY230A)
0.760000,0.745327,0.533981,0.536616,0.633192,0.595761,0.600962,0.569723,0.666290,0.677778,0.539696,0.595000,0.622998,0.639208,0.496503,0.581250,0.602419,0.577778,0.557576,0.547826,0.553086,0.576923,0.504386,0.536261
0.780000,0.662404,0.422442,0.624294,0.741667,0.586436,0.518596,0.616974,0.651507,0.587993,0.653508,0.709758,0.634543,0.611718,0.608426,0.661157,0.546218,0.562294,0.667067,0.589744,0.676692,0.705333,0.666245,0.512629
0.800000,0.772881,0.707921,0.639683,0.560852,0.601909,0.591133,0.633848,0.746305,0.665094,0.707692,0.733529,0.664282,0.639591,0.643815,0.626913,0.669037,0.590966,0.741943,0.586207,0.710771,0.676080,0.658025,0.650146
0.820000,0.671336,0.664828,0.581897,0.707613,0.668856,0.662646,0.639669,0.652157,0.749507,0.742002,0.632547,0.743197,0.705467,0.658090,0.691057,0.694354,0.597878,0.705003,0.708308,0.700680,0.668182,0.772370,0.794633
0.840000,0.674894,0.740032,0.701848,0.738566,0.667748,0.730159,0.679474,0.719595,0.785024,0.731169,0.680597,0.735677,0.710712,0.760659,0.612079,0.718468,0.659852,0.786589,0.691627,0.582231,0.743631,0.801972,0.699390
0.860000,0.707586,0.592634,0.682557,0.766071,0.729013,0.706767,0.708353,0.817548,0.706424,0.728133,0.730347,0.726550,0.746037,0.811812,0.675412,0.804762,0.704861,0.793693,0.755245,0.784209,0.747475,0.771657,0.767284
0.880000,0.815561,0.754872,0.838866,0.767926,0.769761,0.818922,0.775338,0.810858,0.842047,0.835513,0.800296,0.797933,0.823344,0.737158,0.759397,0.810351,0.764463,0.758244,0.748857,0.792453,0.742355,0.753051,0.813559
0.900000,0.797746,0.798938,0.805151,0.750138,0.792479,0.792327,0.815512,0.794446,0.805270,0.830383,0.747237,0.807100,0.827578,0.801537,0.849515,0.799885,0.775242,0.800093,0.770160,0.759459,0.824201,0.795455,0.767278
0.920000,0.851949,0.822465,0.822198,0.853307,0.835873,0.851729,0.781272,0.893920,0.851971,0.857450,0.809765,0.835137,0.848701,0.854635,0.871771,0.856232,0.872259,0.844253,0.848234,0.838932,0.804936,0.861743,0.825690
0.940000,0.894360,0.865020,0.867368,0.871608,0.873877,0.897809,0.869450,0.923507,0.866480,0.902360,0.860881,0.887246,0.902192,0.909140,0.893284,0.882215,0.878857,0.888550,0.860392,0.884910,0.865101,0.866925,0.866194
0.960000,0.926431,0.931274,0.924654,0.928740,0.932829,0.946122,0.904965,0.949482,0.930902,0.941498,0.911525,0.924000,0.929261,0.937367,0.935776,0.923242,0.933973,0.934582,0.920189,0.934683,0.930533,0.945024,0.908002
0.980000,0.971369,0.970749,0.977410,0.982093,0.979008,0.979996,0.962316,0.978954,0.974362,0.973917,0.978678,0.977516,0.961582,0.971504,0.975217,0.981632,0.979220,0.979119,0.974025,0.968599,0.973337,0.972566,0.969213
1.000000,0.998296,0.998322,0.997208,0.998138,0.997964,0.998570,0.998356,0.998827,0.998564,0.998469,0.998040,0.998332,0.998420,0.998249,0.997991,0.998174,0.998560,0.998338,0.998019,0.998159,0.997960,0.998714,0.997919
