1.4217582,1.4166445,1.2354841
1.4484231,1.2697171,1.1800681
1.419253,1.3035353,1.1838776
1.521956,1.3204367,1.2334882
1.4262923,1.2898064,1.1804585
1.4858592,1.2480514,1.1845931
1.3270622,1.3013341,1.1440102
1.4103838,1.3184938,1.1870047
1.5265954,1.3874156,1.26666
1.5326853,1.307555,1.23162
1.3704065,1.2461258,1.1373695
1.6870894,1.4529376,1.3622109
1.4127138,1.3404115,1.1978714
1.592076,1.3206992,1.2612443
1.3624948,1.2493243,1.1355792
1.3439637,1.2917589,1.1469948
1.3182102,1.2046064,1.0967832
1.6552192,1.4148583,1.3314081
1.4951409,1.264165,1.196001
1.4378966,1.326762,1.2022204
1.3400301,1.293628,1.1461527
1.4181297,1.264257,1.1652699
1.4292125,1.2842759,1.1790915
1.5862674,1.3773878,1.2861571
1.5248033,1.2676544,1.2092929
1.4942803,1.4288471,1.2719826
1.4260577,1.1705294,1.1236501
1.4220918,1.252504,1.1613748
1.4104766,1.3273678,1.191057
1.5357065,1.2823263,1.2206604
1.6564482,1.43575,1.3418394
1.5277042,1.479927,1.3089494
1.4587985,1.222943,1.16187
1.3943735,1.2964802,1.1703318
1.525573,1.2644898,1.2080536
1.4053187,1.3862267,1.2150565
1.5902485,1.3239068,1.2620918
1.4245409,1.385153,1.2228462
1.4722975,1.290931,1.1996534
1.3262199,1.213531,1.1041845
1.4569633,1.3528322,1.2220263
1.3499541,1.2282565,1.1207305
1.4137809,1.2586654,1.1608969
1.5120836,1.2171642,1.1796316
1.424193,1.3528501,1.2082995
1.5445586,1.2963355,1.230898
1.446985,1.3075901,1.1971552
1.540937,1.3185883,1.2401599
1.4516752,1.3872712,1.2353415
1.4146236,1.3339924,1.1957867
1.5622159,1.3851898,1.280154
1.44287,1.2693857,1.1776774
1.4173837,1.3223099,1.1916591
1.5406855,1.3653331,1.2621527
1.5894608,1.3357081,1.2674962
1.5762409,1.2884673,1.2393715
1.562487,1.355524,1.2663006
1.3885578,1.2051274,1.1255755
1.5883249,1.3009348,1.2501428
1.4190824,1.2378423,1.1532618
1.4113708,1.1915311,1.1281227
1.4505858,1.2471735,1.1702578
1.4807782,1.4739772,1.2861279
1.4863154,1.385125,1.2489355
1.4857858,1.2225107,1.1721578
1.382865,1.2994642,1.1668742
1.4949183,1.4870622,1.297977
1.5319602,1.3433269,1.2483066
1.5977838,1.4250191,1.3131709
1.4666629,1.2677876,1.1864572
1.3900262,1.3744102,1.2032678
1.6177628,1.4258428,1.3216432
1.3896576,1.1795397,1.1138141
1.6662514,1.5171803,1.3838452
1.4179921,1.22998,1.1491069
1.5106939,1.4105,1.2706257
1.5628651,1.2861357,1.2330664
1.3167067,1.2290415,1.1073126
1.5360959,1.4031891,1.277828
1.3068261,1.1353587,1.0598755
1.5162094,1.2570121,1.2007768
1.4265538,1.397307,1.2290777
1.292579,1.240546,1.1023276
1.4844543,1.4248841,1.2660445
1.5947471,1.295061,1.2497278
1.4224571,1.32643,1.1956463
1.5084382,1.4044137,1.266922
1.445917,1.2998095,1.1931152
1.5303365,1.2810142,1.2179277
1.4126576,1.3581386,1.205779
1.5412129,1.2782874,1.2208441
1.6204166,1.3408396,1.2820559
1.555452,1.4058251,1.2869952
1.5770972,1.2967448,1.243756
1.4964743,1.3354236,1.2302616
1.5240506,1.2664094,1.2083951
1.4076645,1.343682,1.1972046
1.4459839,1.409136,1.242639
1.5562295,1.3264003,1.2499458
1.3864876,1.311546,1.1738436
1.6127291,1.5315801,1.368093
1.3302333,1.2490904,1.122049
1.4456067,1.4454542,1.2584074
1.4675047,1.368549,1.2335621
1.4504771,1.382432,1.2326684
1.6042417,1.3241802,1.2676618
1.4881902,1.2095422,1.1667234
1.4213428,1.3480138,1.2049253
1.4801856,1.4708171,1.2844908
1.4416406,1.2930357,1.1882268
1.4870065,1.2832922,1.201926
1.5547887,1.4885381,1.3243083
1.5899506,1.3028915,1.2517287
1.4697608,1.4648958,1.2773814
1.5307837,1.2902559,1.222565
1.3056881,1.1693331,1.0753525
1.4111639,1.1645476,1.1149654
1.4517733,1.2516986,1.1728832
1.4450467,1.4137018,1.2442528
1.3214285,1.1589941,1.0768862
1.5242639,1.4708343,1.3034432
1.4538606,1.2300797,1.1633732
1.5121886,1.2164795,1.1793326
1.4634802,1.4217396,1.2557071
1.2901465,1.1116298,1.0419647
1.3640119,1.2559149,1.1392242
1.5962265,1.3839773,1.2932572
1.3867912,1.2617359,1.1512955
1.4884709,1.285013,1.2033268
1.4985404,1.328339,1.2277925
1.4733413,1.394798,1.2478684
1.442609,1.4147,1.2436447
1.557273,1.3271697,1.2507263
1.4387124,1.1981153,1.1420029
1.446693,1.1574183,1.1250921
1.4558321,1.2349557,1.1664917
1.3874466,1.3640422,1.1976031
1.6162518,1.3601114,1.2897719
1.4109048,1.2826914,1.1708612
1.5776497,1.3260694,1.2582159
1.4946955,1.4080533,1.2628193
1.4791497,1.3573089,1.2332729
1.4383305,1.2446542,1.1641818
1.5423522,1.2860507,1.2250582
1.580824,1.2920536,1.2428966
1.3425293,1.3224792,1.1599729
1.5425452,1.3605585,1.2606674
1.4486743,1.4000539,1.2397642
1.3229831,1.269525,1.1281668
1.5498723,1.3689187,1.2675455
1.4184437,1.2098258,1.1396906
1.4506569,1.332955,1.2103372
1.4962119,1.3874362,1.2541088
1.5349292,1.3464243,1.2509584
1.4182836,1.340587,1.2002966
1.490437,1.3003465,1.2113744
1.4817548,1.4271957,1.265927
1.5538085,1.3015091,1.2370178
1.4669087,1.2676007,1.1864665
1.5178692,1.2743666,1.2098368
1.5776418,1.2699099,1.2307631
1.3144629,1.2568538,1.1188935
1.5410455,1.2832495,1.22319
1.4409004,1.289054,1.1860745
1.4010828,1.2334116,1.1439409
1.5857913,1.3225898,1.2597156
1.2955347,1.2154077,1.0922832
1.508056,1.4143734,1.2712768
1.4435759,1.2210568,1.1549889
1.4283938,1.2666812,1.1705636
1.6000143,1.3104205,1.2592999
1.6273237,1.3808767,1.3041152
1.6290953,1.3445874,1.2872485
1.4288572,1.1922406,1.1353114
1.3753397,1.3415984,1.1825064
1.4460576,1.3162369,1.2007643
1.4286315,1.4089046,1.2350734
1.6557075,1.5413731,1.390542
1.489554,1.425332,1.2684083
1.4454277,1.2812227,1.184259
1.4945983,1.43935,1.2768035
1.6657453,1.3956006,1.3262926
1.4068582,1.3988761,1.2212609
1.5115287,1.3821642,1.258042
1.4483619,1.3724523,1.227297
1.312623,1.1596122,1.0736277
1.3587072,1.1397235,1.0824847
1.3930917,1.3400327,1.1893924
1.4749081,1.3602644,1.2328694
1.4561704,1.400886,1.2433267
1.4415807,1.3859229,1.2304562
1.444458,1.3520253,1.216442
1.3939966,1.2471735,1.1475033
1.3620839,1.1802973,1.1032375
1.5327339,1.5274003,1.3319983
1.4856927,1.288835,1.204032
1.3791673,1.1540109,1.097395
1.518899,1.2681191,1.2072172
1.4960629,1.3615049,1.2421731
1.5215888,1.2751936,1.2116922
1.4617136,1.3575144,1.2261342
1.5124311,1.3789,1.2569138
1.4289261,1.2926823,1.1828667
1.633865,1.3540481,1.2937089
