1.4455965,1.3463578
1.459746,1.355922
1.5398877,1.4271345
1.4737076,1.3763784
1.4672348,1.3684486
1.3480207,1.2382165
1.4013596,1.287524
1.3886292,1.2861314
1.5445497,1.4326365
1.5076457,1.3954809
1.4296362,1.3302215
1.3608184,1.2450635
1.4390854,1.3265992
1.4932728,1.387259
1.5072892,1.3974564
1.5717398,1.4492033
1.3360517,1.2312572
1.4250274,1.3251878
1.4085426,1.2942545
1.4271423,1.3148882
1.4363208,1.3371786
1.4181372,1.317402
1.4735159,1.3729448
1.381694,1.27354
1.4341866,1.3324822
1.4665787,1.3679
1.4740059,1.3762252
1.4733908,1.3727112
1.3618956,1.2590953
1.3715857,1.2551641
1.4481707,1.3492999
1.4081749,1.2986132
1.5521759,1.4375532
1.4602013,1.3615103
1.5134882,1.4011029
1.3794817,1.2723535
1.3568058,1.2483225
1.3748574,1.2683083
1.4352616,1.3231876
1.4135332,1.2990468
1.4888802,1.377226
1.3495141,1.2323557
1.4701908,1.358484
1.4433885,1.3440123
1.456044,1.3441348
1.5507795,1.4366987
1.5918579,1.4603052
1.4797939,1.3711065
1.3896784,1.2761664
1.5310923,1.424253
1.4560208,1.3526584
1.346299,1.2294136
1.3609118,1.2513012
1.4808693,1.3811944
1.3861722,1.2705345
1.4830693,1.3833833
1.4621506,1.3498439
1.4059223,1.3047128
1.5896848,1.4630039
1.4178535,1.3088204
1.3931435,1.291705
1.4785434,1.3793066
1.4614975,1.3632629
1.406413,1.2921273
1.3047403,1.2006663
1.3963408,1.28526
1.4198472,1.3135542
1.5296098,1.4221987
1.4889061,1.3850987
1.259349,1.1546866
1.4494675,1.3456519
1.4743716,1.3753521
1.4323533,1.3296996
1.5416697,1.4300306
1.4865602,1.3878893
1.5253556,1.4189042
1.3837909,1.2685328
1.4701886,1.3708286
1.3570603,1.2411015
1.3103958,1.19352
1.5313144,1.4170723
1.4754572,1.3700143
1.4491166,1.3494997
1.4651648,1.354051
1.2557538,1.1398795
1.4793948,1.3798307
1.4330093,1.3199782
1.5523455,1.4380984
1.4916493,1.3801346
1.4411451,1.3417836
1.4597374,1.3609732
1.4079735,1.3072658
1.4211277,1.3148065
1.5130732,1.4013978
1.3832648,1.2801936
1.5362906,1.4217685
1.3724786,1.2690514
1.4084617,1.3079228
1.4165926,1.3078145
1.4048958,1.3021144
1.4630678,1.3607874
1.3894958,1.2813195
1.3660553,1.2628889
1.3489507,1.2454258
1.4175733,1.303254
1.4477148,1.3432375
1.5241563,1.4170531
1.5066313,1.3996873
1.482722,1.3832382
1.393647,1.2907387
1.4897276,1.389586
1.5204036,1.4126053
1.5102472,1.4081279
1.457978,1.346108
1.371836,1.2572721
1.4675643,1.3561002
1.5277905,1.4233624
1.4593927,1.3514929
1.3973277,1.2959692
1.4160812,1.3148082
1.2906,1.1718007
1.4871354,1.375665
1.5162445,1.4116495
1.5254616,1.4122087
1.3084893,1.1904299
1.4156344,1.3128622
1.4637055,1.364983
1.4166085,1.3165096
1.516053,1.4112936
1.5442269,1.4324298
1.4406214,1.3412344
1.564453,1.4461954
1.4680632,1.3565851
1.540758,1.431294
1.4775767,1.3783536
1.4838994,1.3834212
1.4699982,1.3673309
1.3363856,1.2297078
1.5146676,1.410841
1.5152919,1.4104397
1.4196199,1.3069533
1.3480171,1.2444502
1.3833106,1.2731026
1.4670621,1.3682669
1.5058788,1.403648
1.4305565,1.3305967
1.5391362,1.4239624
1.5301914,1.422169
1.4411494,1.3306229
1.3940601,1.2883645
1.3858603,1.2820389
1.4781095,1.3772119
1.4146897,1.3106791
