10.4854765,1.4723948,0.58115137,0.00085246563
1.2745547,1.1527259,-0.0004566908,-0.005061388
48.600155,33.738346,0.3172561,0.15258217
10.96254,1.4801056,0.80324614,0.00087308884
21.804108,1.9215555,0.34279394,0.29655385
10.521595,1.4526949,-0.24705517,-0.01152885
1.4873303,1.3775636,0.007678032,0.013577223
51.933582,38.137604,0.20352638,0.18252766
26.50764,1.559686,0.63195884,-0.010570586
32.46105,1.5013568,-0.08206397,0.0031895638
10.606142,1.4692647,-0.55246043,-0.0031205416
9.065223,2.348716,0.059358,-0.11712116
10.640318,1.5344893,-0.22636539,-0.0041407943
53.3479,40.636402,-0.40347654,-0.34475005
12.113255,1.2696464,-0.48111355,0.06443167
2.123149,1.7901272,0.027359962,0.0019999743
31.097961,1.4655807,0.35566938,0.011229038
27.06643,1.5343107,0.50004125,-0.001398027
10.212399,1.4170289,-0.17824918,0.0036386251
1.4443269,1.3400047,0.012019157,0.01842463
30.32092,1.4846208,-0.061753333,-0.021798253
10.5811205,7.3277225,0.49600458,0.25244117
39.027615,25.761148,-0.21898037,-0.13445753
5.3139343,1.4710101,0.022123933,0.0025296211
48.037285,26.226433,0.8297241,0.5870131
5.1157064,1.4438009,0.19708192,0.008060694
29.917627,1.4593239,0.20083201,-0.011331618
57.32142,1.953695,0.885455,-0.029329062
10.953663,1.53051,0.29750335,-0.0039726496
1.4718281,1.3422064,0.014643788,0.02630639
9.158136,1.8749644,0.5703919,-0.06873584
31.188822,1.5013357,0.6940119,-0.005802393
2.1360455,1.5369507,-0.13809437,-0.09407872
22.113134,4.76149,0.94533443,0.42117655
10.591956,1.5133371,0.76027,0.006801009
10.7653,1.4830515,-0.81724876,0.013745427
32.184414,1.4662464,0.17332804,0.008549452
38.531387,3.0319264,0.40887833,-0.10416281
56.767433,37.67829,0.039835095,0.27404094
31.263124,16.106052,0.0893203,0.14402425
5.1332364,1.4475205,0.3100586,0.010940313
5.1392374,1.419248,0.4685892,-0.004866898
29.61357,2.380549,0.6571816,-0.06017512
5.180032,1.4330891,-0.025211811,-0.013921857
1.7507021,1.0373101,-0.06492984,-0.058039904
