#FP 	 TP 	 Thr
0.181558 	 0.999250 	 0.010000 
0.180974 	 0.999226 	 0.020000 
0.180332 	 0.999203 	 0.030000 
0.179865 	 0.999179 	 0.040000 
0.179281 	 0.999133 	 0.050000 
0.178405 	 0.999109 	 0.060000 
0.177003 	 0.999062 	 0.070000 
0.171397 	 0.998968 	 0.080000 
0.160593 	 0.998687 	 0.090000 
0.153177 	 0.998359 	 0.100000 
0.149848 	 0.998265 	 0.110000 
0.147863 	 0.998148 	 0.120000 
0.146695 	 0.998101 	 0.130000 
0.145293 	 0.998101 	 0.140000 
0.143600 	 0.998077 	 0.150000 
0.142373 	 0.997960 	 0.160000 
0.139103 	 0.997843 	 0.170000 
0.134957 	 0.997655 	 0.180000 
0.131044 	 0.997515 	 0.190000 
0.127949 	 0.997210 	 0.200000 
0.125380 	 0.997116 	 0.210000 
0.123628 	 0.996952 	 0.220000 
0.122168 	 0.996858 	 0.230000 
0.121175 	 0.996765 	 0.240000 
0.120065 	 0.996647 	 0.250000 
0.118372 	 0.996483 	 0.260000 
0.115802 	 0.996342 	 0.270000 
0.112999 	 0.996108 	 0.280000 
0.110955 	 0.995803 	 0.290000 
0.109028 	 0.995592 	 0.300000 
0.106868 	 0.995358 	 0.310000 
0.105758 	 0.995123 	 0.320000 
0.104473 	 0.994936 	 0.330000 
0.103130 	 0.994772 	 0.340000 
0.102371 	 0.994584 	 0.350000 
0.101086 	 0.994326 	 0.360000 
0.099276 	 0.993904 	 0.370000 
0.096940 	 0.993670 	 0.380000 
0.094896 	 0.993154 	 0.390000 
0.093027 	 0.992943 	 0.400000 
0.091567 	 0.992662 	 0.410000 
0.090224 	 0.992333 	 0.420000 
0.088706 	 0.992169 	 0.430000 
0.087713 	 0.992005 	 0.440000 
0.086487 	 0.991677 	 0.450000 
0.084560 	 0.991278 	 0.460000 
0.083450 	 0.991067 	 0.470000 
0.081640 	 0.990551 	 0.480000 
0.080121 	 0.989989 	 0.490000 
0.078720 	 0.989614 	 0.500000 
0.077143 	 0.989098 	 0.510000 
0.075450 	 0.988699 	 0.520000 
0.074632 	 0.988207 	 0.530000 
0.073756 	 0.987832 	 0.540000 
0.072705 	 0.987527 	 0.550000 
0.071712 	 0.987175 	 0.560000 
0.070252 	 0.986777 	 0.570000 
0.068968 	 0.986167 	 0.580000 
0.067157 	 0.985581 	 0.590000 
0.064996 	 0.984831 	 0.600000 
0.063128 	 0.984127 	 0.610000 
0.061843 	 0.983541 	 0.620000 
0.060967 	 0.983025 	 0.630000 
0.060208 	 0.982416 	 0.640000 
0.058982 	 0.981759 	 0.650000 
0.058164 	 0.981197 	 0.660000 
0.056821 	 0.980517 	 0.670000 
0.055536 	 0.979555 	 0.680000 
0.053667 	 0.978665 	 0.690000 
0.051740 	 0.977680 	 0.700000 
0.050456 	 0.976531 	 0.710000 
0.048528 	 0.974984 	 0.720000 
0.047477 	 0.973811 	 0.730000 
0.046660 	 0.972920 	 0.740000 
0.045375 	 0.972123 	 0.750000 
0.044499 	 0.971115 	 0.760000 
0.043448 	 0.969849 	 0.770000 
0.041404 	 0.968513 	 0.780000 
0.039652 	 0.967082 	 0.790000 
0.037783 	 0.965090 	 0.800000 
0.035214 	 0.962628 	 0.810000 
0.033345 	 0.960072 	 0.820000 
0.031768 	 0.957681 	 0.830000 
0.030659 	 0.955618 	 0.840000 
0.029783 	 0.954140 	 0.850000 
0.029024 	 0.952874 	 0.860000 
0.028498 	 0.951655 	 0.870000 
0.027447 	 0.949428 	 0.880000 
0.025987 	 0.945958 	 0.890000 
0.023242 	 0.940167 	 0.900000 
0.020731 	 0.930953 	 0.910000 
0.017169 	 0.917870 	 0.920000 
0.016468 	 0.909828 	 0.930000 
0.016176 	 0.906640 	 0.940000 
0.016001 	 0.905374 	 0.950000 
0.016001 	 0.904905 	 0.960000 
0.016001 	 0.904670 	 0.970000 
0.015943 	 0.904389 	 0.980000 
0.015943 	 0.904178 	 0.990000 
