#FP 	 TP 	 Thr
0.190959 	 0.999460 	 0.010000 
0.190376 	 0.999413 	 0.020000 
0.189560 	 0.999413 	 0.030000 
0.188801 	 0.999389 	 0.040000 
0.187810 	 0.999389 	 0.050000 
0.185885 	 0.999272 	 0.060000 
0.176028 	 0.999107 	 0.070000 
0.164713 	 0.998755 	 0.080000 
0.160397 	 0.998591 	 0.090000 
0.157655 	 0.998567 	 0.100000 
0.156372 	 0.998520 	 0.110000 
0.154622 	 0.998473 	 0.120000 
0.152873 	 0.998473 	 0.130000 
0.150481 	 0.998379 	 0.140000 
0.145757 	 0.998262 	 0.150000 
0.141791 	 0.998191 	 0.160000 
0.139049 	 0.997933 	 0.170000 
0.137125 	 0.997862 	 0.180000 
0.135200 	 0.997745 	 0.190000 
0.133567 	 0.997675 	 0.200000 
0.131642 	 0.997604 	 0.210000 
0.129017 	 0.997416 	 0.220000 
0.126159 	 0.997228 	 0.230000 
0.123360 	 0.997111 	 0.240000 
0.120968 	 0.996899 	 0.250000 
0.118752 	 0.996735 	 0.260000 
0.117585 	 0.996735 	 0.270000 
0.115777 	 0.996571 	 0.280000 
0.114027 	 0.996406 	 0.290000 
0.112103 	 0.996265 	 0.300000 
0.110178 	 0.996007 	 0.310000 
0.108311 	 0.995678 	 0.320000 
0.106912 	 0.995514 	 0.330000 
0.105220 	 0.995326 	 0.340000 
0.103412 	 0.995091 	 0.350000 
0.101896 	 0.994926 	 0.360000 
0.100962 	 0.994785 	 0.370000 
0.099388 	 0.994410 	 0.380000 
0.097871 	 0.994081 	 0.390000 
0.095713 	 0.993728 	 0.400000 
0.094080 	 0.993376 	 0.410000 
0.092972 	 0.993094 	 0.420000 
0.091280 	 0.992836 	 0.430000 
0.089939 	 0.992601 	 0.440000 
0.088539 	 0.992296 	 0.450000 
0.086847 	 0.991896 	 0.460000 
0.085389 	 0.991567 	 0.470000 
0.084106 	 0.991356 	 0.480000 
0.082531 	 0.991004 	 0.490000 
0.080840 	 0.990651 	 0.500000 
0.079615 	 0.990158 	 0.510000 
0.078332 	 0.989829 	 0.520000 
0.077224 	 0.989289 	 0.530000 
0.076057 	 0.989054 	 0.540000 
0.074482 	 0.988396 	 0.550000 
0.072849 	 0.987950 	 0.560000 
0.071158 	 0.987363 	 0.570000 
0.069758 	 0.986776 	 0.580000 
0.068358 	 0.986024 	 0.590000 
0.066842 	 0.985460 	 0.600000 
0.065733 	 0.984732 	 0.610000 
0.064917 	 0.984380 	 0.620000 
0.063692 	 0.983558 	 0.630000 
0.062467 	 0.982970 	 0.640000 
0.060367 	 0.982266 	 0.650000 
0.058851 	 0.981491 	 0.660000 
0.057043 	 0.980528 	 0.670000 
0.056226 	 0.979799 	 0.680000 
0.055118 	 0.978766 	 0.690000 
0.053952 	 0.977850 	 0.700000 
0.052668 	 0.977216 	 0.710000 
0.051152 	 0.976300 	 0.720000 
0.049869 	 0.975290 	 0.730000 
0.048119 	 0.974303 	 0.740000 
0.046136 	 0.972776 	 0.750000 
0.043628 	 0.971179 	 0.760000 
0.042228 	 0.969652 	 0.770000 
0.040653 	 0.968290 	 0.780000 
0.039253 	 0.967045 	 0.790000 
0.038087 	 0.965753 	 0.800000 
0.036570 	 0.964532 	 0.810000 
0.035112 	 0.963028 	 0.820000 
0.033537 	 0.960679 	 0.830000 
0.031204 	 0.957626 	 0.840000 
0.029221 	 0.954478 	 0.850000 
0.027822 	 0.951143 	 0.860000 
0.026713 	 0.948841 	 0.870000 
0.026013 	 0.947220 	 0.880000 
0.025314 	 0.945576 	 0.890000 
0.024264 	 0.942945 	 0.900000 
0.022805 	 0.938341 	 0.910000 
0.020239 	 0.930261 	 0.920000 
0.016623 	 0.915040 	 0.930000 
0.015106 	 0.901510 	 0.940000 
0.014523 	 0.896108 	 0.950000 
0.014290 	 0.894487 	 0.960000 
0.014290 	 0.893759 	 0.970000 
0.014290 	 0.893501 	 0.980000 
0.014290 	 0.893172 	 0.990000 
