#FP 	 TP 	 Thr
0.182443 	 0.999294 	 0.010000 
0.181861 	 0.999271 	 0.020000 
0.181220 	 0.999247 	 0.030000 
0.180696 	 0.999223 	 0.040000 
0.180113 	 0.999176 	 0.050000 
0.179239 	 0.999153 	 0.060000 
0.177899 	 0.999106 	 0.070000 
0.172366 	 0.999012 	 0.080000 
0.161298 	 0.998753 	 0.090000 
0.153783 	 0.998423 	 0.100000 
0.150288 	 0.998329 	 0.110000 
0.148075 	 0.998212 	 0.120000 
0.146910 	 0.998165 	 0.130000 
0.145512 	 0.998165 	 0.140000 
0.143706 	 0.998141 	 0.150000 
0.142483 	 0.998023 	 0.160000 
0.139104 	 0.997906 	 0.170000 
0.134968 	 0.997694 	 0.180000 
0.131415 	 0.997576 	 0.190000 
0.128502 	 0.997294 	 0.200000 
0.125881 	 0.997200 	 0.210000 
0.124308 	 0.997035 	 0.220000 
0.122910 	 0.996941 	 0.230000 
0.121978 	 0.996894 	 0.240000 
0.120755 	 0.996753 	 0.250000 
0.119007 	 0.996588 	 0.260000 
0.116444 	 0.996470 	 0.270000 
0.113648 	 0.996211 	 0.280000 
0.111435 	 0.995906 	 0.290000 
0.109512 	 0.995647 	 0.300000 
0.107474 	 0.995435 	 0.310000 
0.106250 	 0.995200 	 0.320000 
0.104911 	 0.995011 	 0.330000 
0.103687 	 0.994847 	 0.340000 
0.102988 	 0.994635 	 0.350000 
0.101765 	 0.994423 	 0.360000 
0.099784 	 0.993976 	 0.370000 
0.097571 	 0.993741 	 0.380000 
0.095590 	 0.993270 	 0.390000 
0.093668 	 0.992988 	 0.400000 
0.092154 	 0.992729 	 0.410000 
0.090930 	 0.992423 	 0.420000 
0.089357 	 0.992235 	 0.430000 
0.088425 	 0.992070 	 0.440000 
0.087144 	 0.991741 	 0.450000 
0.085280 	 0.991388 	 0.460000 
0.084231 	 0.991176 	 0.470000 
0.082600 	 0.990658 	 0.480000 
0.080969 	 0.990117 	 0.490000 
0.079571 	 0.989740 	 0.500000 
0.078115 	 0.989223 	 0.510000 
0.076367 	 0.988799 	 0.520000 
0.075435 	 0.988282 	 0.530000 
0.074503 	 0.987905 	 0.540000 
0.073513 	 0.987576 	 0.550000 
0.072465 	 0.987223 	 0.560000 
0.071008 	 0.986823 	 0.570000 
0.069669 	 0.986234 	 0.580000 
0.067979 	 0.985623 	 0.590000 
0.065649 	 0.984893 	 0.600000 
0.063960 	 0.984164 	 0.610000 
0.062795 	 0.983599 	 0.620000 
0.061979 	 0.983081 	 0.630000 
0.061222 	 0.982446 	 0.640000 
0.059999 	 0.981740 	 0.650000 
0.059009 	 0.981246 	 0.660000 
0.057669 	 0.980516 	 0.670000 
0.056387 	 0.979551 	 0.680000 
0.054523 	 0.978657 	 0.690000 
0.052543 	 0.977669 	 0.700000 
0.051261 	 0.976516 	 0.710000 
0.049339 	 0.975034 	 0.720000 
0.048232 	 0.973928 	 0.730000 
0.047358 	 0.973057 	 0.740000 
0.045902 	 0.972257 	 0.750000 
0.044970 	 0.971174 	 0.760000 
0.044038 	 0.969880 	 0.770000 
0.041883 	 0.968562 	 0.780000 
0.040019 	 0.967127 	 0.790000 
0.038038 	 0.965150 	 0.800000 
0.035533 	 0.962633 	 0.810000 
0.033553 	 0.960021 	 0.820000 
0.032038 	 0.957597 	 0.830000 
0.030990 	 0.955550 	 0.840000 
0.030174 	 0.954044 	 0.850000 
0.029475 	 0.952703 	 0.860000 
0.028951 	 0.951432 	 0.870000 
0.027844 	 0.949220 	 0.880000 
0.026446 	 0.945761 	 0.890000 
0.023708 	 0.939949 	 0.900000 
0.021145 	 0.930725 	 0.910000 
0.017534 	 0.917571 	 0.920000 
0.016660 	 0.909358 	 0.930000 
0.016369 	 0.906135 	 0.940000 
0.016194 	 0.904817 	 0.950000 
0.016194 	 0.904346 	 0.960000 
0.016194 	 0.904111 	 0.970000 
0.016136 	 0.903829 	 0.980000 
0.016136 	 0.903617 	 0.990000 
