#FP 	 TP 	 Thr
0.181652 	 0.999308 	 0.010000 
0.181122 	 0.999308 	 0.020000 
0.180474 	 0.999239 	 0.030000 
0.179943 	 0.999216 	 0.040000 
0.179295 	 0.999216 	 0.050000 
0.178353 	 0.999170 	 0.060000 
0.177174 	 0.999078 	 0.070000 
0.171105 	 0.998962 	 0.080000 
0.160912 	 0.998616 	 0.090000 
0.153311 	 0.998386 	 0.100000 
0.149953 	 0.998363 	 0.110000 
0.148008 	 0.998247 	 0.120000 
0.146830 	 0.998201 	 0.130000 
0.145887 	 0.998201 	 0.140000 
0.144414 	 0.998132 	 0.150000 
0.143118 	 0.997994 	 0.160000 
0.139819 	 0.997901 	 0.170000 
0.135399 	 0.997763 	 0.180000 
0.131511 	 0.997556 	 0.190000 
0.128506 	 0.997302 	 0.200000 
0.125854 	 0.997140 	 0.210000 
0.123969 	 0.996979 	 0.220000 
0.122496 	 0.996864 	 0.230000 
0.121317 	 0.996725 	 0.240000 
0.119903 	 0.996679 	 0.250000 
0.118313 	 0.996495 	 0.260000 
0.116074 	 0.996333 	 0.270000 
0.113010 	 0.996080 	 0.280000 
0.110181 	 0.995872 	 0.290000 
0.108473 	 0.995642 	 0.300000 
0.106587 	 0.995365 	 0.310000 
0.105468 	 0.995250 	 0.320000 
0.104054 	 0.995042 	 0.330000 
0.102757 	 0.994881 	 0.340000 
0.101815 	 0.994673 	 0.350000 
0.100813 	 0.994419 	 0.360000 
0.099045 	 0.993981 	 0.370000 
0.096924 	 0.993704 	 0.380000 
0.094626 	 0.993266 	 0.390000 
0.092800 	 0.993013 	 0.400000 
0.090973 	 0.992713 	 0.410000 
0.089500 	 0.992367 	 0.420000 
0.088027 	 0.992182 	 0.430000 
0.086849 	 0.992021 	 0.440000 
0.085553 	 0.991813 	 0.450000 
0.083844 	 0.991352 	 0.460000 
0.082666 	 0.991145 	 0.470000 
0.081016 	 0.990660 	 0.480000 
0.079543 	 0.990153 	 0.490000 
0.077834 	 0.989830 	 0.500000 
0.075890 	 0.989369 	 0.510000 
0.074358 	 0.989000 	 0.520000 
0.073533 	 0.988631 	 0.530000 
0.072590 	 0.988124 	 0.540000 
0.071471 	 0.987824 	 0.550000 
0.070174 	 0.987432 	 0.560000 
0.068878 	 0.987040 	 0.570000 
0.067700 	 0.986394 	 0.580000 
0.065638 	 0.985772 	 0.590000 
0.063634 	 0.985057 	 0.600000 
0.062338 	 0.984250 	 0.610000 
0.061218 	 0.983696 	 0.620000 
0.060158 	 0.983050 	 0.630000 
0.059156 	 0.982428 	 0.640000 
0.057978 	 0.981851 	 0.650000 
0.057212 	 0.981367 	 0.660000 
0.055916 	 0.980744 	 0.670000 
0.054855 	 0.979891 	 0.680000 
0.053029 	 0.978969 	 0.690000 
0.051261 	 0.977977 	 0.700000 
0.049434 	 0.976939 	 0.710000 
0.047726 	 0.975602 	 0.720000 
0.046606 	 0.974564 	 0.730000 
0.045781 	 0.973619 	 0.740000 
0.044780 	 0.972765 	 0.750000 
0.043778 	 0.971797 	 0.760000 
0.042717 	 0.970413 	 0.770000 
0.040891 	 0.969214 	 0.780000 
0.039477 	 0.967877 	 0.790000 
0.037591 	 0.966009 	 0.800000 
0.034999 	 0.963518 	 0.810000 
0.033054 	 0.961097 	 0.820000 
0.031346 	 0.958698 	 0.830000 
0.030049 	 0.956646 	 0.840000 
0.029107 	 0.955147 	 0.850000 
0.028400 	 0.953994 	 0.860000 
0.027752 	 0.952795 	 0.870000 
0.026691 	 0.950743 	 0.880000 
0.025513 	 0.947399 	 0.890000 
0.023097 	 0.941887 	 0.900000 
0.020445 	 0.932986 	 0.910000 
0.017323 	 0.920602 	 0.920000 
0.016557 	 0.913200 	 0.930000 
0.016203 	 0.910294 	 0.940000 
0.016026 	 0.909072 	 0.950000 
0.016026 	 0.908657 	 0.960000 
0.016026 	 0.908426 	 0.970000 
0.015967 	 0.908196 	 0.980000 
0.015967 	 0.908011 	 0.990000 
