#FP 	 TP 	 Thr
0.181504 	 0.999254 	 0.010000 
0.180977 	 0.999230 	 0.020000 
0.180333 	 0.999184 	 0.030000 
0.179806 	 0.999160 	 0.040000 
0.179161 	 0.999114 	 0.050000 
0.178283 	 0.999090 	 0.060000 
0.176994 	 0.999044 	 0.070000 
0.171196 	 0.998950 	 0.080000 
0.160712 	 0.998670 	 0.090000 
0.153333 	 0.998367 	 0.100000 
0.149994 	 0.998297 	 0.110000 
0.147886 	 0.998157 	 0.120000 
0.146597 	 0.998134 	 0.130000 
0.145426 	 0.998134 	 0.140000 
0.143786 	 0.998111 	 0.150000 
0.142556 	 0.997994 	 0.160000 
0.139100 	 0.997901 	 0.170000 
0.134708 	 0.997691 	 0.180000 
0.130842 	 0.997528 	 0.190000 
0.128031 	 0.997201 	 0.200000 
0.125512 	 0.997061 	 0.210000 
0.123814 	 0.996874 	 0.220000 
0.122408 	 0.996781 	 0.230000 
0.121296 	 0.996688 	 0.240000 
0.120183 	 0.996571 	 0.250000 
0.118426 	 0.996455 	 0.260000 
0.115849 	 0.996338 	 0.270000 
0.112803 	 0.996105 	 0.280000 
0.110402 	 0.995871 	 0.290000 
0.108645 	 0.995662 	 0.300000 
0.106419 	 0.995428 	 0.310000 
0.105189 	 0.995218 	 0.320000 
0.103784 	 0.995008 	 0.330000 
0.102495 	 0.994822 	 0.340000 
0.101616 	 0.994635 	 0.350000 
0.100504 	 0.994379 	 0.360000 
0.098864 	 0.993889 	 0.370000 
0.096755 	 0.993562 	 0.380000 
0.094471 	 0.993142 	 0.390000 
0.092597 	 0.992932 	 0.400000 
0.091133 	 0.992629 	 0.410000 
0.089903 	 0.992303 	 0.420000 
0.088439 	 0.992116 	 0.430000 
0.087384 	 0.991953 	 0.440000 
0.085920 	 0.991650 	 0.450000 
0.083987 	 0.991253 	 0.460000 
0.082757 	 0.991020 	 0.470000 
0.081059 	 0.990507 	 0.480000 
0.079653 	 0.989947 	 0.490000 
0.078130 	 0.989527 	 0.500000 
0.076373 	 0.989037 	 0.510000 
0.074851 	 0.988617 	 0.520000 
0.074148 	 0.988174 	 0.530000 
0.073152 	 0.987754 	 0.540000 
0.072039 	 0.987521 	 0.550000 
0.071102 	 0.987148 	 0.560000 
0.069697 	 0.986705 	 0.570000 
0.068467 	 0.986098 	 0.580000 
0.066651 	 0.985515 	 0.590000 
0.064601 	 0.984745 	 0.600000 
0.062903 	 0.984022 	 0.610000 
0.061790 	 0.983462 	 0.620000 
0.060794 	 0.982903 	 0.630000 
0.059857 	 0.982273 	 0.640000 
0.058686 	 0.981643 	 0.650000 
0.057866 	 0.981130 	 0.660000 
0.056636 	 0.980453 	 0.670000 
0.055523 	 0.979520 	 0.680000 
0.053649 	 0.978611 	 0.690000 
0.051833 	 0.977631 	 0.700000 
0.050545 	 0.976488 	 0.710000 
0.048729 	 0.974855 	 0.720000 
0.047558 	 0.973689 	 0.730000 
0.046679 	 0.972756 	 0.740000 
0.045449 	 0.971893 	 0.750000 
0.044454 	 0.970890 	 0.760000 
0.043399 	 0.969654 	 0.770000 
0.041467 	 0.968324 	 0.780000 
0.039709 	 0.966948 	 0.790000 
0.037777 	 0.964942 	 0.800000 
0.035141 	 0.962516 	 0.810000 
0.033091 	 0.960160 	 0.820000 
0.031451 	 0.957828 	 0.830000 
0.030339 	 0.955845 	 0.840000 
0.029460 	 0.954329 	 0.850000 
0.028699 	 0.953070 	 0.860000 
0.028113 	 0.951857 	 0.870000 
0.027000 	 0.949641 	 0.880000 
0.025712 	 0.946305 	 0.890000 
0.023193 	 0.940684 	 0.900000 
0.020558 	 0.931657 	 0.910000 
0.017219 	 0.919038 	 0.920000 
0.016516 	 0.911177 	 0.930000 
0.016223 	 0.908075 	 0.940000 
0.016048 	 0.906792 	 0.950000 
0.016048 	 0.906326 	 0.960000 
0.016048 	 0.906093 	 0.970000 
0.015989 	 0.905836 	 0.980000 
0.015989 	 0.905649 	 0.990000 
