#FP 	 TP 	 Thr
0.190457 	 0.999563 	 0.010000 
0.189867 	 0.999540 	 0.020000 
0.189159 	 0.999494 	 0.030000 
0.188805 	 0.999448 	 0.040000 
0.187566 	 0.999448 	 0.050000 
0.185679 	 0.999356 	 0.060000 
0.175652 	 0.999218 	 0.070000 
0.164209 	 0.998895 	 0.080000 
0.160021 	 0.998734 	 0.090000 
0.157426 	 0.998688 	 0.100000 
0.156246 	 0.998642 	 0.110000 
0.154595 	 0.998619 	 0.120000 
0.153120 	 0.998550 	 0.130000 
0.151056 	 0.998435 	 0.140000 
0.146160 	 0.998297 	 0.150000 
0.141913 	 0.998159 	 0.160000 
0.139672 	 0.997975 	 0.170000 
0.137844 	 0.997906 	 0.180000 
0.135720 	 0.997791 	 0.190000 
0.133951 	 0.997722 	 0.200000 
0.132063 	 0.997653 	 0.210000 
0.128996 	 0.997400 	 0.220000 
0.126460 	 0.997262 	 0.230000 
0.123924 	 0.997193 	 0.240000 
0.120915 	 0.997009 	 0.250000 
0.119441 	 0.996824 	 0.260000 
0.118202 	 0.996732 	 0.270000 
0.116374 	 0.996617 	 0.280000 
0.114840 	 0.996525 	 0.290000 
0.112481 	 0.996387 	 0.300000 
0.110357 	 0.996180 	 0.310000 
0.108293 	 0.995950 	 0.320000 
0.106288 	 0.995743 	 0.330000 
0.104164 	 0.995536 	 0.340000 
0.102100 	 0.995214 	 0.350000 
0.100684 	 0.995030 	 0.360000 
0.099623 	 0.994868 	 0.370000 
0.098089 	 0.994569 	 0.380000 
0.096496 	 0.994293 	 0.390000 
0.094314 	 0.993925 	 0.400000 
0.092721 	 0.993672 	 0.410000 
0.091483 	 0.993488 	 0.420000 
0.089831 	 0.993189 	 0.430000 
0.088416 	 0.992913 	 0.440000 
0.087177 	 0.992613 	 0.450000 
0.085702 	 0.992130 	 0.460000 
0.084287 	 0.991739 	 0.470000 
0.083048 	 0.991486 	 0.480000 
0.081279 	 0.991026 	 0.490000 
0.079273 	 0.990657 	 0.500000 
0.077622 	 0.990312 	 0.510000 
0.076265 	 0.989967 	 0.520000 
0.074968 	 0.989438 	 0.530000 
0.073493 	 0.989093 	 0.540000 
0.071782 	 0.988609 	 0.550000 
0.070308 	 0.988195 	 0.560000 
0.068892 	 0.987689 	 0.570000 
0.067123 	 0.987206 	 0.580000 
0.065825 	 0.986653 	 0.590000 
0.064646 	 0.986147 	 0.600000 
0.063643 	 0.985480 	 0.610000 
0.062699 	 0.984905 	 0.620000 
0.061460 	 0.984168 	 0.630000 
0.060222 	 0.983547 	 0.640000 
0.058570 	 0.982903 	 0.650000 
0.057332 	 0.982143 	 0.660000 
0.056152 	 0.981108 	 0.670000 
0.055090 	 0.980302 	 0.680000 
0.053734 	 0.979313 	 0.690000 
0.052731 	 0.978484 	 0.700000 
0.051610 	 0.977587 	 0.710000 
0.050077 	 0.976667 	 0.720000 
0.048425 	 0.975769 	 0.730000 
0.046774 	 0.974711 	 0.740000 
0.044296 	 0.973330 	 0.750000 
0.042291 	 0.971673 	 0.760000 
0.040875 	 0.970246 	 0.770000 
0.039696 	 0.968751 	 0.780000 
0.038516 	 0.967462 	 0.790000 
0.037277 	 0.966173 	 0.800000 
0.035980 	 0.964908 	 0.810000 
0.034564 	 0.963458 	 0.820000 
0.032795 	 0.961341 	 0.830000 
0.030435 	 0.958580 	 0.840000 
0.028430 	 0.955542 	 0.850000 
0.026719 	 0.952298 	 0.860000 
0.025658 	 0.950089 	 0.870000 
0.025009 	 0.948662 	 0.880000 
0.024183 	 0.947074 	 0.890000 
0.023062 	 0.944681 	 0.900000 
0.021883 	 0.940309 	 0.910000 
0.019582 	 0.932531 	 0.920000 
0.016161 	 0.918471 	 0.930000 
0.014923 	 0.906666 	 0.940000 
0.014333 	 0.901673 	 0.950000 
0.014097 	 0.900292 	 0.960000 
0.014097 	 0.899625 	 0.970000 
0.014097 	 0.899418 	 0.980000 
0.014097 	 0.899188 	 0.990000 
